,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,text,tweet_id,name,tweet_created,retweet_count,favourites_count,tweet_coordinates,tweet_sentiment
165,165,165,165,@jet2tweets which flights from manchester to Italy are affected with the strike tomorrow?thanks,5.79e+17,ydarans,2015-03-19 19:17:06+00:00,0,0,,neutral
166,166,166,166,@jet2tweets @urbfsbelle great stuff from Jet2,5.79e+17,grahamck63,2015-03-19 14:23:58+00:00,0,1,,positive
167,167,167,167,"@jet2tweets Hi, can you tell me the address of your HR department. You can also DM if you would prefer. Thanks",5.79e+17,SahotaAnita,2015-03-19 10:37:46+00:00,0,0,,neutral
168,168,168,168,@jet2tweets @RyanairFlights @easyJet Any news on the Italian Air Traffic Strike 20th March,5.79e+17,TravelsportUK,2015-03-19 10:24:03+00:00,0,0,,neutral
169,169,169,169,@jet2tweets Thank you! I assume you have not released a specific date they will be on sale as Thomson and Thomas Cook have?,5.78e+17,stephaniemunro6,2015-03-18 19:43:48+00:00,0,2,,neutral
170,170,170,170,@jet2tweets you mother truckers lol!,5.78e+17,MarnieWild,2015-03-18 18:34:07+00:00,0,0,,neutral
171,171,171,171,@jet2tweets Do you know when 2016 package holidays and flights are going to be released? #excited to book the holiday part of my wedding!,5.78e+17,stephaniemunro6,2015-03-18 17:52:50+00:00,0,0,,positive
172,172,172,172,@jet2tweets ok thanks Kirsty,5.78e+17,Sumo_ftm,2015-03-18 16:54:27+00:00,0,0,,positive
173,173,173,173,"@jet2tweets Hi have a holiday booked for Tunisia in September, with the terrorist attacks that have happened, can I change my destination.",5.78e+17,Sumo_ftm,2015-03-18 16:01:08+00:00,0,0,,neutral
174,174,174,174,@jet2tweets i asked about the Flight Tickets on the online chat. they seemed to be dealing with someone else? do i get them a month before?,5.78e+17,DavidCLumb1,2015-03-18 15:04:00+00:00,0,0,,negative
175,175,175,175,@jet2tweets Please can you supply me with an email do I can forward a complaint about a recent booking.,5.78e+17,isabellagsenior,2015-03-18 12:47:32+00:00,0,0,,negative
176,176,176,176,@jet2tweets that's where am going already booked and paid,5.78e+17,ShogunSkilling,2015-03-18 12:16:20+00:00,0,0,,neutral
177,177,177,177,@jet2tweets ... This dropped through my door this morning from the little girl across the road,5.78e+17,Freya_Leigh_,2015-03-18 10:52:44+00:00,1,0,,neutral
178,178,178,178,@jet2tweets good morning!I have checked in online for flight on Saturday..But where do I print my boarding passes?I can't find it! #help!,5.78e+17,sosnowski1,2015-03-18 08:54:41+00:00,0,0,,negative
179,179,179,179,@jet2tweets when do summer 2016 holidays go on sale?,5.78e+17,cat197923,2015-03-18 08:14:10+00:00,0,0,,neutral
180,180,180,180,@jet2tweets ... But nothing has been taken from my account ?! Do you know why? Many thanks.,5.78e+17,MattChesterUK,2015-03-18 00:32:33+00:00,0,0,,negative
181,181,181,181,@jet2tweets hi I made a deposit for my hol on thurs last wk by debit card and the remaining bal was meant to be auto debited on the 17/03...,5.78e+17,MattChesterUK,2015-03-18 00:31:47+00:00,0,0,,neutral
182,182,182,182,@jet2tweets I've spoken to an advisor over the phone already who can't help. Damage is done. What is the procedure for complaints please?,5.78e+17,JadeyLou_xo,2015-03-17 22:27:28+00:00,0,0,,negative
183,183,183,183,@jet2tweets shocking service! @JadeyLou_xo,5.78e+17,land_josh,2015-03-17 19:46:21+00:00,0,0,,negative
184,184,184,184,@jet2tweets absolutely disgusting customer service! Completely ruined my holiday when I've payed decent money.,5.78e+17,JadeyLou_xo,2015-03-17 19:41:51+00:00,0,0,,negative
185,185,185,185,@jet2tweets Mmmm clearly fuel is more expensive at half term....,5.78e+17,katie_bec,2015-03-17 18:07:44+00:00,0,0,,negative
186,186,186,186,"@jet2tweets thanks Kirsty. Just a suggestion but you might want to mention this on seating plans, everyone was muttering about it.",5.78e+17,jo90210GG,2015-03-17 16:20:56+00:00,0,0,,negative
187,187,187,187,@jet2tweets Hi travelling to fueterventura with you in sept and passport runs out end of october will i be ok ?,5.78e+17,NotTrousers001,2015-03-17 16:02:55+00:00,0,0,,neutral
188,188,188,188,@jet2tweets when I queried I was told it was standard on the 800's. Thanks for investigating.,5.78e+17,jo90210GG,2015-03-17 15:07:28+00:00,0,0,,neutral
189,189,189,189,"@jet2tweets hi Kirsty. Flying Leeds Bradford to Madeira yesterday, departed 8.15am. Stewardess was quite unpleasant about it. Thanks.",5.78e+17,jo90210GG,2015-03-17 13:55:22+00:00,0,0,,negative
190,190,190,190,@jet2tweets launches East Midlands Airport winter flying schedule http://ow.ly/Kr7IC,5.78e+17,derbyshire_live,2015-03-17 12:40:41+00:00,0,1,,neutral
191,191,191,191,@jet2tweets launches East Midlands Airport winter flying schedule http://ow.ly/Kr7zK,5.78e+17,jules_bayley,2015-03-17 12:40:41+00:00,0,1,,neutral
192,192,192,192,@jet2tweets trust me I'm not dropping this.,5.78e+17,stewartholt75,2015-03-17 12:23:37+00:00,0,0,,negative
193,193,193,193,"@jet2tweets so pay up! And why does everything have to be sent by mail, talk about making it hard to get what we're entitled too!",5.78e+17,stewartholt75,2015-03-17 12:23:23+00:00,0,0,,negative
194,194,194,194,"@jet2tweets I've been sending letter by mail and they're trying everything to get out of paying up, you've recently lost a court battle",5.78e+17,stewartholt75,2015-03-17 12:22:36+00:00,0,0,,negative
195,195,195,195,@jet2tweets,5.78e+17,stewartholt75,2015-03-17 11:27:40+00:00,0,0,,neutral
196,196,196,196,@jet2tweets Jet2/127144 booking ref 1422184/S14H,5.78e+17,stewartholt75,2015-03-17 11:27:08+00:00,0,0,,neutral
197,197,197,197,@jet2tweets jet2/127144 booking ref: 1422184/S14H please look into this ASAP,5.78e+17,stewartholt75,2015-03-17 11:20:54+00:00,0,0,,negative
198,198,198,198,@jet2tweets jet2/127144 booking ref: 1422184/s14h please look into this ASAP,5.78e+17,stewartholt75,2015-03-17 10:05:05+00:00,0,0,,negative
199,199,199,199,"@jet2tweets Joe, I have sent you details of our enquiry, thank you.",5.78e+17,isabellagsenior,2015-03-17 08:58:05+00:00,0,0,,neutral
200,200,200,200,@jet2tweets we fly with you guys to Tenerife in May. Counting down already!!,5.78e+17,jonathanspooner,2015-03-17 08:15:50+00:00,0,0,,positive
201,201,201,201,"@jet2tweets Good Morning, please can you follow us so I can DM you regarding a query on a recent booking. Thank you",5.78e+17,isabellagsenior,2015-03-17 07:49:49+00:00,0,0,,neutral
202,202,202,202,@jet2tweets why is it so hard to contact you!!!!,5.78e+17,Jamieb2306,2015-03-16 19:54:55+00:00,0,0,,negative
203,203,203,203,@jet2tweets done that and I'm being lied to. They're trying to get out of paying the compensation!,5.78e+17,stewartholt75,2015-03-16 18:52:41+00:00,0,0,,negative
204,204,204,204,@jet2tweets done that and have been lied to. You're trying to get out of paying.,5.78e+17,stewartholt75,2015-03-16 18:51:49+00:00,0,0,,negative
205,205,205,205,@jet2tweets ref#jet2/127144 Please advise about this case as I'm in the dark? How can I be told I was delayed by 2.55hrs! When it was 5 hrs,5.78e+17,stewartholt75,2015-03-16 18:32:17+00:00,0,0,,negative
206,206,206,206,@jet2tweets @Dorothy_Perkins Entered - Would LOVE this as never been to Ibiza before &amp; enjoy the 5* treatment #win,5.78e+17,angelatlucky,2015-03-16 17:47:14+00:00,0,0,,positive
207,207,207,207,@jet2tweets @Dorothy_Perkins @sbjones87,5.78e+17,sharonjones13,2015-03-16 17:47:11+00:00,0,1,,neutral
208,208,208,208,@jet2tweets Dont fly Jet2. They will let u down.,5.78e+17,SylviaMLawson1,2015-03-16 17:08:39+00:00,0,0,,negative
209,209,209,209,"@jet2tweets I've already sent you a DM. You company are hiding behind your supplier in Spain, when my contract was with you.",5.78e+17,brandyorkshire,2015-03-16 16:07:33+00:00,0,0,,negative
210,210,210,210,@jet2tweets and I bet that you would like 2 photograph them as well?,5.77e+17,ClarkQuadGirls,2015-03-16 15:24:49+00:00,0,0,,negative
211,211,211,211,@jet2tweets Not impressed with your car hire partner at Rome. Car not available. Sat Nav not available - been waiting for 30 mins for a car,5.77e+17,CiaoGuiseley,2015-03-16 15:20:15+00:00,0,0,,negative
212,212,212,212,"@jet2tweets ok Will do, also why do the letters have to be written? Why can't you accept email? Thomas Cook do!",5.77e+17,stewartholt75,2015-03-16 14:58:18+00:00,0,0,,negative
213,213,213,213,"@jet2tweets Google ""Rotherham Quads"" ",5.77e+17,ClarkQuadGirls,2015-03-16 14:46:45+00:00,0,0,,neutral
214,214,214,214,"Hi Kirsty @jet2tweets they are 2 on the 25th shortest flight, Spain? B looking at late year or early next year?",5.77e+17,ClarkQuadGirls,2015-03-16 14:46:11+00:00,0,0,,neutral
215,215,215,215,"@jet2tweets hi, can you waver full payment on holidays by a couple of days?",5.77e+17,EmilyNealeEyre,2015-03-16 14:44:09+00:00,0,0,,positive
216,216,216,216,@jet2tweets can all 6 of us fly with U?,5.77e+17,ClarkQuadGirls,2015-03-16 14:23:37+00:00,0,0,,neutral
217,217,217,217,"@jet2tweets flight delayed 5hrs, I've now sent 2 letters and had a reply from Amy Dixon telling me I was only delayed 2.55 Hrs!!!",5.77e+17,stewartholt75,2015-03-16 14:23:25+00:00,0,0,,negative
218,218,218,218,@jet2tweets Thanks for picking me as a winner x,5.77e+17,angelatlucky,2015-03-16 12:30:32+00:00,0,1,,positive
219,219,219,219,"@jet2tweets have to say that the staff at Leeds were great, but I still somehow paid more in extra costs than my flight cost! Wtf",5.77e+17,AtlasMountain,2015-03-16 11:53:55+00:00,0,0,,negative
220,220,220,220,"@jet2tweets that's a shame, it's New York we really want and can't go till January, we often book with jet2 but I guess not this time",5.77e+17,Lyddylyds,2015-03-16 10:09:39+00:00,0,0,,negative
221,221,221,221,@jet2tweets Where is the APD Refund Tab?,5.77e+17,DanHamburgerUK,2015-03-16 07:58:29+00:00,0,0,,neutral
222,222,222,222,"@jet2tweets The car hire contract was with you. Therefore, you are responsible for the over charging &amp; very poor service from your supplier.",5.77e+17,brandyorkshire,2015-03-16 06:10:09+00:00,0,0,,negative
223,223,223,223,@jet2tweets Still no answer from your customer service department? Warning: Jet2 do not take any responsibility for their car hire provider!,5.77e+17,brandyorkshire,2015-03-16 06:08:46+00:00,0,0,,negative
224,224,224,224,@jet2tweets savage garden- to the moon and back So excited can't wait to experience the eclipse wud b amaze to have glasses 2b safe ,5.77e+17,MrsHelenTP,2015-03-16 01:55:31+00:00,0,0,,positive
225,225,225,225,@jet2tweets To the Moon and Back - Savage Garden #eclipse,5.77e+17,LKEW84,2015-03-15 21:28:49+00:00,0,0,,neutral
226,226,226,226,"@jet2tweets why is there no New York flights past December? Looking to go January 2016, was going to book this week, disappointed!",5.77e+17,Lyddylyds,2015-03-15 20:57:41+00:00,0,0,,negative
227,227,227,227,@jet2tweets #eclipse #Win The whole of the moon by The Waterboys :),5.77e+17,angelatlucky,2015-03-15 17:55:41+00:00,0,0,,neutral
228,228,228,228,@jet2tweets bad moon rising by ccr .. I see trouble on the way ,5.77e+17,EilisBell,2015-03-15 16:03:17+00:00,0,0,,neutral
229,229,229,229,@jet2tweets can't fight the moonlight -leann rimes it takes me back ,5.77e+17,EilisBell,2015-03-15 15:59:10+00:00,0,0,,neutral
230,230,230,230,@jet2tweets i'm Going to Puerto De La Cruz later this year. &amp; when do i get to know my hotel room floor/number.,5.77e+17,DavidCLumb1,2015-03-15 15:44:07+00:00,0,0,,neutral
231,231,231,231,@jet2tweets #eclipse #win miss Saigon - sun and moon,5.77e+17,daytimesurfer,2015-03-15 12:12:00+00:00,0,0,,neutral
232,232,232,232,"@jet2tweets cheers Rob, other companies Thomas cook etc starting to release, hope you don't miss the boat",5.77e+17,andybigfella,2015-03-15 10:23:30+00:00,0,0,,neutral
233,233,233,233,"@jet2tweets hello, any new on when holidays will be released for May 2016..?",5.77e+17,andybigfella,2015-03-15 09:59:48+00:00,0,0,,neutral
234,234,234,234,"@jet2tweets Man On The Moon, by REM",5.77e+17,FatMacsFatWife,2015-03-15 00:58:45+00:00,0,1,,neutral
235,235,235,235,@jet2tweets fly me to the moon,5.77e+17,susan1375,2015-03-15 00:57:03+00:00,0,0,,neutral
236,236,236,236,@jet2tweets Eclipse- pink Floyd,5.77e+17,Saminzki,2015-03-14 23:57:37+00:00,0,0,,neutral
237,237,237,237,@jet2tweets The photo in your newspaper ad for New #Croatia holidays looks a bit like,5.77e+17,BacupBoird,2015-03-14 23:55:09+00:00,0,0,,neutral
238,238,238,238,@jet2tweets would love to win! Just been searching for a viewing card or glasses but they're quite costly! Fingers crossed :) thank you x,5.77e+17,Saminzki,2015-03-14 23:16:33+00:00,0,0,,positive
239,239,239,239,@jet2tweets here comes the sun - the Beatles ,5.77e+17,Saminzki,2015-03-14 23:15:11+00:00,0,0,,neutral
240,240,240,240,@jet2tweets MoonDance - Van Morrison,5.77e+17,HackettLady,2015-03-14 15:42:18+00:00,0,0,,neutral
241,241,241,241,@jet2tweets recieved an email re APD refund we are eligible for. No tab on 'Manage my booking' as suggested? Any ideas?,5.77e+17,GemFloyd,2015-03-14 12:50:38+00:00,0,0,,negative
242,242,242,242,@jet2tweets I would be honoured if you would follow me back,5.77e+17,simonstevens74,2015-03-14 12:50:26+00:00,0,0,,neutral
243,243,243,243,@jet2tweets your mobile website isn't working properly. Cannot select dates or duration ,5.77e+17,EBroadbank,2015-03-14 12:04:17+00:00,0,0,,negative
244,244,244,244,@jet2tweets I am trying to enter my passport info to claim APD but because I have an infant in the party it won't allow - please advise,5.77e+17,NickyBrown1,2015-03-14 10:44:42+00:00,0,0,,negative
245,245,245,245,@jet2tweets Did I win the glasses ?,5.77e+17,signsolutionsuk,2015-03-14 10:27:01+00:00,0,0,,neutral
246,246,246,246,@jet2tweets what is with jet2 changing flight times!! Not good when I've a baby flying!!! #soannoying,5.77e+17,catkealey24,2015-03-14 01:36:35+00:00,0,0,,negative
247,247,247,247,@jet2tweets @ZacharyCocker someone must have photoshopped out the rust on the wing! Wheres the engine? Fallen off at this point?,5.76e+17,Luke_Cordon,2015-03-13 18:46:43+00:00,0,0,,negative
248,248,248,248,@jet2tweets Les Gets! It's amazing!!,5.76e+17,jonathanspooner,2015-03-13 17:23:57+00:00,0,0,,positive
249,249,249,249,@jet2tweets#jet2views,5.76e+17,Malbrierley,2015-03-13 17:03:55+00:00,0,1,,neutral
250,250,250,250,@jet2tweets will give that a go,5.76e+17,ciarancregan,2015-03-13 16:10:39+00:00,0,0,,neutral
251,251,251,251,@jet2tweets is apd refund for children actually working yet? cant see refund tab in manage bookng for ref 2LNWH4 2 kids on flight in may 15,5.76e+17,ciarancregan,2015-03-13 16:06:07+00:00,0,0,,negative
252,252,252,252,@jet2tweets £500 price increase for the same holiday in &lt; 48 hours? Bravo.,5.76e+17,mytsharp,2015-03-13 16:01:14+00:00,0,0,,negative
253,253,253,253,@jet2tweets thanks very much for your help,5.76e+17,cole_rawcliffe,2015-03-13 15:07:33+00:00,0,0,,positive
254,254,254,254,@jet2tweets #eclipse #win REM - Man on the Moon,5.76e+17,SpaceRach,2015-03-13 14:38:00+00:00,0,1,,neutral
255,255,255,255,@jet2tweets midnight oil: Earth &amp; Sun &amp; Moon #eclipse2015,5.76e+17,PaulWard46,2015-03-13 14:32:57+00:00,0,0,,neutral
256,256,256,256,@jet2tweets Elton John: Don't let the sun go down on me,5.76e+17,PaulWard46,2015-03-13 14:28:54+00:00,0,0,,neutral
257,257,257,257,@jet2tweets just had an email about claiming children's APD refund but there is no refund tab to click in 'manage my booking' on your site,5.76e+17,cole_rawcliffe,2015-03-13 14:02:20+00:00,0,0,,negative
258,258,258,258,@jet2tweets sunshine by gabrielle #eclipse,5.76e+17,jane1346,2015-03-13 13:57:52+00:00,0,0,,neutral
259,259,259,259,@jet2tweets One of my very favourites! :),5.76e+17,milyellex,2015-03-13 13:56:31+00:00,0,0,,positive
260,260,260,260,@jet2tweets can't see the tab for APD refunds - not sure it's working.,5.76e+17,LDuddell,2015-03-13 13:25:54+00:00,0,0,,negative
261,261,261,261,@jet2tweets any idea why the flight from Budapest to Manchester is delayed?,5.76e+17,LauDanielleG,2015-03-13 12:28:51+00:00,0,0,,negative
262,262,262,262,@jet2tweets The Killing Moon - Echo &amp; The Bunnymen.,5.76e+17,milyellex,2015-03-13 12:08:53+00:00,0,1,,neutral
263,263,263,263,@jet2tweets Don't let the SUN go down on me,5.76e+17,MattLaight,2015-03-13 12:00:29+00:00,1,0,,neutral
264,264,264,264,@jet2tweets total eclipse of the heart,5.76e+17,piggypops123,2015-03-13 11:56:30+00:00,1,0,,neutral
265,265,265,265,@jet2tweets the waterboys - the whole of the moon !!! #classic,5.76e+17,douglaseaston,2015-03-13 11:08:32+00:00,1,0,,neutral
266,266,266,266,It has to be @jet2tweets The Beatles - Here comes the sun! https://www.youtube.com/watch?v=C5E_zXbmrlM #eclipse,5.76e+17,JimmyCorden,2015-03-13 11:01:20+00:00,0,0,,neutral
267,267,267,267,@jet2tweets Total eclipse of the (sun) heart Bonny Tyler ,5.76e+17,raiofsunshine21,2015-03-13 10:57:23+00:00,0,0,,neutral
268,268,268,268,@jet2tweets #eclipse light of the silvery moon Doris day/ morecambe &amp; wise ;),5.76e+17,MrsMaryalice,2015-03-13 10:57:20+00:00,0,0,,neutral
269,269,269,269,@jet2tweets 'The Whole of The Moon' - The Waterboys.,5.76e+17,AndrewPovey,2015-03-13 10:53:54+00:00,0,1,,neutral
270,270,270,270,"@jet2tweets Bruno Mars ""talking to the Moon""",5.76e+17,PaulWard46,2015-03-13 10:52:06+00:00,0,1,,neutral
271,271,271,271,@jet2tweets The sun ain't gonna shine anymore.,5.76e+17,signsolutionsuk,2015-03-13 10:51:44+00:00,0,1,,neutral
272,272,272,272,@jet2tweets Blinded By The Sun - The Seahorses,5.76e+17,RichardHurren,2015-03-13 10:49:39+00:00,0,1,,neutral
273,273,273,273,@jet2tweets Bonnie Tyler Total Eclipse of the Heart,5.76e+17,PaulWard46,2015-03-13 10:42:30+00:00,1,0,,neutral
274,274,274,274,@jet2tweets Frank Sinarta Fly Me To The Moon,5.76e+17,PaulWard46,2015-03-13 10:41:22+00:00,1,0,,neutral
275,275,275,275,"@jet2tweets #eclipse "" The House of the Rising Sun "" The Animals",5.76e+17,aycliffesmoggie,2015-03-13 10:40:07+00:00,1,0,,neutral
276,276,276,276,.@jet2tweets thanks! we are off to the Sorbas Basin to do some geoscience! Very efficient and rapid check-in today by the way! #GEESontour,5.76e+17,bedform,2015-03-13 09:03:55+00:00,0,1,,positive
277,277,277,277,@jet2tweets great first day skiing. Thanks for the safe flight over.,5.76e+17,jonathanspooner,2015-03-12 22:22:56+00:00,0,0,,positive
278,278,278,278,@jet2tweets @Dorothy_Perkins all done! #styleheroes ,5.76e+17,amplaur03,2015-03-12 14:37:41+00:00,0,0,,positive
279,279,279,279,@jet2tweets when will the summer 16 holidays be released ?,5.76e+17,Sean_NUFC,2015-03-12 13:26:48+00:00,0,0,,neutral
280,280,280,280,"@jet2tweets hi, when will be summer16 holidays released for sale ? thanks",5.76e+17,Sean_NUFC,2015-03-12 13:19:48+00:00,0,0,,neutral
281,281,281,281,@jet2tweets @Dorothy_Perkins amazing ! I love Ibiza!!,5.76e+17,powie82,2015-03-12 12:36:42+00:00,0,0,,neutral
282,282,282,282,@jet2tweets @Dorothy_Perkins following &amp; RT #styleheros,5.76e+17,MyersDeirdre,2015-03-12 12:11:46+00:00,0,0,,neutral
283,283,283,283,@jet2tweets @Dorothy_Perkins #styleheros following &amp; RT,5.76e+17,MyersDeirdre,2015-03-12 12:11:01+00:00,0,0,,neutral
284,284,284,284,@jet2tweets: Thursday! #Win a 5* holiday &amp; a £250 giftcard with @Dorothy_Perkins http://bit.ly/1zSkhqI #styleheroes,5.76e+17,RTweetie5,2015-03-12 09:57:29+00:00,0,0,,neutral
285,285,285,285,"@jet2tweets: Thursday! #Win a 5* holiday &amp; a £250 giftcard with @Dorothy_Perkins http://bit.ly/1zSkhqI #styleheroes """,5.76e+17,RTweetie5,2015-03-12 09:57:19+00:00,0,0,,neutral
286,286,286,286,@jet2tweets @Dorothy_Perkins #Win #styleheroes,5.76e+17,RTweetie5,2015-03-12 09:56:20+00:00,0,0,,neutral
287,287,287,287,@jet2tweets any plans to fly manchester to granada??,5.76e+17,Mcr_to_granada,2015-03-11 16:25:31+00:00,0,0,,neutral
288,288,288,288,@jet2tweets maybe it's something you should look into so people can budget? Thanks for the reply,5.76e+17,LauraKennan,2015-03-11 15:13:27+00:00,0,0,,neutral
289,289,289,289,"@jet2tweets Hey guys, what trips do you do in Santa Ponsa?",5.76e+17,LauraKennan,2015-03-11 11:14:37+00:00,0,0,,neutral
290,290,290,290,@jet2tweets cheers for putting the phone down on me! much appreciated! ,5.76e+17,Jamieb2306,2015-03-11 10:31:39+00:00,0,0,,negative
291,291,291,291,@jet2tweets have disappointed me big time! Will never be booking with them again and will encourage others not to!! #Poorcustomerservice,5.75e+17,KStobox,2015-03-10 22:32:03+00:00,0,0,,negative
292,292,292,292,"@jet2tweets hi, flying to Tenerife on 7/4/15 (cheeky last minute internet deal!! ) when should I check in online? Thanks",5.75e+17,elaine_p,2015-03-10 21:20:32+00:00,0,0,,neutral
293,293,293,293,@jet2tweets thanks I have sent u a DM,5.75e+17,laura_hakami,2015-03-10 20:29:02+00:00,0,0,,neutral
294,294,294,294,@jet2tweets why have I been charged for paying by debit card?,5.75e+17,laura_hakami,2015-03-10 20:21:59+00:00,0,0,,negative
295,295,295,295,@jet2tweets B757-21B G-LSAH on push back at Manchester Airport (MAN/EGCC). #avgeek #Avporn #aviation… https://instagram.com/p/0DlAd4hlZI/,5.75e+17,AviationEagle32,2015-03-10 17:41:25+00:00,0,0,,neutral
296,296,296,296,@jet2tweets working now but.. flight yest £143 - Flight today £158 - 10% discount today flight £143 so you just put price up #cheapmarketing,5.75e+17,iamprincessjan,2015-03-10 12:46:50+00:00,0,0,,negative
297,297,297,297,"@jet2tweets Joe, Kirsty, Sarah your website is down - trying to book flights while the 10% discount is on.... #help",5.75e+17,iamprincessjan,2015-03-10 09:42:32+00:00,0,0,,negative
298,298,298,298,@jet2tweets good morning guys!,5.75e+17,CityDwellerMag,2015-03-10 08:11:33+00:00,0,0,,positive
299,299,299,299,"@jet2tweets Manchester to Malaga on flight LS809. Fantastic staff, credit to them and amazing customer service. Highly recommended. #Jet2",5.75e+17,deborahericab,2015-03-09 22:57:09+00:00,0,0,,positive
300,300,300,300,@jet2tweets Amazing cust service tonight! Special thanks to Fozia in after sales and apologies I don't know the lovely lady in sales name! X,5.75e+17,TamsynCaine,2015-03-09 20:39:12+00:00,0,0,,positive
301,301,301,301,@jet2tweets can I ask why you don't deliver lost baggage in prague? Now we have to pay about £40 in a taxi to get our lost luggage back!!,5.75e+17,samcantfindit,2015-03-09 20:35:32+00:00,0,1,,negative
302,302,302,302,@jet2tweets thank you,5.75e+17,love2holliday,2015-03-09 18:13:51+00:00,0,0,,positive
303,303,303,303,@jet2tweets just to clarify does the seat &amp; pushchair have to total 10kg or is that each?,5.75e+17,love2holliday,2015-03-09 18:05:09+00:00,0,0,,neutral
304,304,304,304,@jet2tweets that's brill! Thank you. So I will also be able to take my 5year olds car seat?,5.75e+17,love2holliday,2015-03-09 17:25:21+00:00,0,0,,positive
305,305,305,305,@jet2tweets I'm looking at booking flights but can't see anything on your site about pushchair &amp; car seat allowance How much extra is it?,5.75e+17,love2holliday,2015-03-09 16:37:49+00:00,0,0,,neutral
306,306,306,306,@jet2tweets could you follow me please. Thanks ,5.75e+17,loradaniellex,2015-03-09 15:35:15+00:00,0,0,,neutral
307,307,307,307,@jet2tweets how do you get an extension on your payment due date? Thanks.,5.75e+17,loradaniellex,2015-03-09 14:49:43+00:00,0,0,,neutral
308,308,308,308,@jet2tweets at the @Dunas Mirador Maspalomas. #GranCanaria,5.75e+17,RichardHurren,2015-03-09 14:26:00+00:00,0,0,,neutral
309,309,309,309,@jet2tweets can u follow me please so I can dm ?,5.75e+17,xxp3rf3ct1onxx,2015-03-09 14:01:21+00:00,0,0,,neutral
310,310,310,310,@jet2tweets @1025Clyde1 is there any update on when I'll get a call? Need to sort holidays out with work nobody called on the 5th thanks x,5.75e+17,xxp3rf3ct1onxx,2015-03-09 12:52:52+00:00,0,0,,negative
311,311,311,311,@jet2tweets with 2 kiddys I doubt a book will work I'll be fine I'll visit the doctor before hand xxx,5.75e+17,xxalibobxx,2015-03-09 12:30:18+00:00,0,0,,neutral
312,312,312,312,@jet2tweets done my 1st time booking with you and Adam has made a good 1st impression ,5.75e+17,kittycatlitter,2015-03-09 10:13:41+00:00,0,0,,positive
313,313,313,313,"@jet2tweets just spoke to an Adam in your call centre, an absolute diamond, his customer service is 2nd to none, definitely a keeper ;))",5.75e+17,kittycatlitter,2015-03-09 09:17:28+00:00,0,0,,positive
314,314,314,314,@jet2tweets @SalfordDevils thanks for the message to Salford Red Devils they were fantastic from the fans,5.75e+17,kjshenton,2015-03-08 20:32:04+00:00,0,0,,positive
315,315,315,315,@jet2tweets Flight home from Lanzarote #greatairline,5.74e+17,briangeehx,2015-03-07 09:06:21+00:00,0,0,,positive
316,316,316,316,@jet2tweets nearly time to go to Spain your the best aeroplanes I have been on comfy seats can't wait to fly with you again xx,5.74e+17,HoulstonHarry,2015-03-06 21:23:14+00:00,0,1,,positive
317,317,317,317,"@jet2tweets I know that Kirsty, thats the problem.Other airlines don't need physical boarding passes, it's a waste of paper &amp; seems archaic!",5.74e+17,KRDCEO,2015-03-06 19:55:13+00:00,0,0,,negative
318,318,318,318,@jet2tweets app is so inferior to @easyJet &amp; @Ryanair! Why can't I download my boarding passes to my phone?Are we still in the 20th Century?,5.74e+17,KRDCEO,2015-03-06 19:22:03+00:00,0,0,,negative
319,319,319,319,@jet2tweets Do you really think it's ok to promote somewhere that keeps dolphins and orcas in captivity? Shame on you!,5.74e+17,jetd10_janey,2015-03-06 17:08:36+00:00,0,0,,negative
320,320,320,320,@jet2tweets hotel puen tell real Costa del sol two weeks in June,5.74e+17,raysbandit6,2015-03-06 08:45:32+00:00,0,0,,neutral
321,321,321,321,"@jet2tweets Hi, is your online chat for pre travel services not working today? I can't seem to find it",5.74e+17,Absss1,2015-03-06 08:36:49+00:00,0,0,,negative
322,322,322,322,@jet2tweets looking forward to another great holiday with you again this year,5.74e+17,raysbandit6,2015-03-06 08:33:17+00:00,0,0,,positive
323,323,323,323,"@jet2tweets pretty much yeah, my brother lives out there so he has a few rides out planned.",5.73e+17,Deanpriestley,2015-03-05 15:00:11+00:00,0,0,,neutral
324,324,324,324,@jet2tweets how can a flight that was £162 last night be £298 today???? Absolute piss take.,5.73e+17,IanB1987,2015-03-05 12:08:26+00:00,0,0,,negative
325,325,325,325,@jet2tweets of course go for it! :-),5.73e+17,NadiaShahanaz,2015-03-05 11:22:07+00:00,0,0,,positive
326,326,326,326,"@jet2tweets this day just gets better , paid for extra legroom seats , you having a laugh ",5.73e+17,linksstrathaven,2015-03-05 09:12:17+00:00,0,0,,negative
327,327,327,327,@jet2tweets just booked a holiday and put in payment details but when I sent them through I was returned to homepage. Booked or not?,5.73e+17,AnnaAllchurch,2015-03-04 21:28:47+00:00,0,0,,negative
328,328,328,328,@jet2tweets will be in #Greece in May so will probably have #wanderlust fever by #summer!! #travelplanning,5.73e+17,NadiaShahanaz,2015-03-04 20:27:42+00:00,0,0,,positive
329,329,329,329,Thanks @jet2tweets the staff were great &amp; we even got free checked luggage both ways! Next stop #Madeira for the #summer!,5.73e+17,NadiaShahanaz,2015-03-04 19:35:57+00:00,0,0,,positive
330,330,330,330,@jet2tweets wont be long now but wont be flying from here any more ,5.73e+17,Malbrierley,2015-03-04 18:32:52+00:00,0,1,,negative
