Word,Sentiment,Sentiment Confidence
rwrd,negative,0.0066783614
tix,negative,0.00853085
aano,negative,0.002753511
aadv,negative,0.00606866
svc,neutral,0.01474762
b8,positive,0.020625003
65hr,positive,0.0111032985
1172,negative,0.016324561
little,negative,0.020028722
tsa,negative,0.010431621
precheck,positive,0.016316634
reinterview,neutral,0.019072458
sole,positive,0.017448884
ual,positive,0.0124778375
6166,positive,0.0197663
blatantly,positive,0.010193534
stable,positive,0.019009892
uncomfortable,positive,0.012737978
notrained,neutral,-0.008874809
fron,positive,0.014156878
sometime,negative,0.0055551864
extraspee,neutral,0.01957133
tampa,positive,0.01248306
comms,positive,0.008176273
deck,negative,0.016889554
friday,positive,0.021232005
legitimately,positive,0.020555787
rather,positive,0.018551864
block,negative,0.013181064
dme,positive,0.016445253
forum,negative,0.018187966
mess,negative,0.009446599
rdu,neutral,0.0089076925
safely,positive,0.017911322
release,neutral,0.01770192
november,negative,0.01090223
assign,positive,0.018082846
type,positive,0.0038679969
1065,negative,0.017992094
rsw,negative,0.007701382
neither,positive,0.011169843
become,positive,0.0023928918
game,negative,0.007875862
set,neutral,0.01950556
delaymissed,positive,0.0113489665
connectionand,positive,0.05681914
justify,negative,0.021197531
otherwise,neutral,0.00955547
24th,negative,0.02047538
23rd,positive,0.016464487
18,neutral,-0.006559181
essential,positive,0.010839481
employeefaceless,negative,0.0080661345
management,neutral,0.010512155
million,neutral,0.019487664
longer,positive,0.017268736
miserable,negative,0.019895598
guest,neutral,0.020298928
require,positive,0.017205972
1a,neutral,0.017014787
btw,neutral,0.0030930955
2053,neutral,0.019640096
fr152015,negative,0.018667992
sr,positive,-0.013772196
256746438028,positive,0.011857782
servicecare,positive,0.008785676
wether,positive,0.021338236
ice,neutral,0.019939043
vice,negative,0.0049441215
versa,positive,0.017363284
forth,positive,0.01079499
rapid,neutral,0.014645673
snow,neutral,0.009473287
fallflorida,positive,0.011672303
everglade,neutral,-0.003054943
faint,positive,0.021010853
sunburn,neutral,0.015112929
awayhere,neutral,0.018080004
excited,positive,-0.008861903
barrier,negative,0.01224827
energy,neutral,-0.0015923008
struggle,negative,0.017998196
any1,positive,0.0073895883
road,negative,-0.009118448
paper,neutral,0.016266275
bravo,negative,0.017429449
2023,positive,0.019935377
60th,neutral,0.01933125
tripnever,positive,0.003511887
world8,positive,-0.017936219
fight,negative,0.014831521
4009,negative,0.0013463236
solution,negative,0.007815519
omg,negative,0.0043045934
omgsmilingfacewithhearteyessmilingfacewithhearteyes,positive,0.020454135
virginsparklesfacescreaminginfearairplane️,negative,0.019594915
wonder,neutral,0.012517385
path,negative,0.015988473
rail,positive,0.013855897
inchecking,negative,0.0001598727
netherlands,neutral,0.009508695
ams,positive,-0.0042691138
oneworld,positive,0.0036474857
opposite,neutral,0.009018134
berlin,negative,0.020426113
lan,neutral,0.016580015
tammy,positive,0.014932621
winstonsalem,neutral,0.009917386
lay,neutral,0.019921198
bedofrose,positive,-0.0062315334
mint,neutral,0.015650671
color,positive,0.014218025
doubtful,negative,-0.0003422983
hopeful,positive,-0.009793169
b737700,neutral,0.0119372755
oakland,negative,0.014299378
8aug,neutral,0.021253292
1318,positive,0.019931845
word,negative,0.011880726
769,positive,-0.009394464
web,positive,0.0074586403
indicate,positive,0.012811456
dude,negative,0.01918358
andor,negative,0.011501297
meet,positive,0.021162566
band,negative,0.018534362
sooo,positive,0.017391074
flat,neutral,0.019938469
seating,positive,0.0003251545
pdx,negative,0.009800442
lmao,positive,0.013812754
csr,negative,0.019449819
retook,negative,0.01855645
payment,positive,0.020584125
ethic,positive,0.008776551
sir,positive,0.01436669
practice,positive,0.020431615
preparedhonestly,positive,0.0034128334
incredibly,neutral,0.01681649
arrogant,neutral,0.011999715
incompetent,neutral,-0.01228042
freak,negative,0.01918909
worthless,negative,0.0076537915
texas,positive,0.01916273
gooutofbusiness,negative,0.00907745
2emaile,neutral,0.0020216592
jb,negative,0.008471811
pek,neutral,0.01893413
surly,positive,0.02015654
pesky,negative,0.0138300285
cranky,negative,0.013261769
tracker,positive,0.009578424
wearyface,positive,0.010978699
doll,negative,0.017588504
faceblowingakissexpressionlessface,positive,0.014070325
significant,neutral,0.011059213
interest,positive,0.014514569
jblu,neutral,0.01564116
mideast,positive,0.014950182
sap,positive,0.017070692
0303,negative,0.020363543
1504,negative,-0.010732534
1102,negative,0.011841219
serve,neutral,0.013617989
reimburse,positive,-0.0009575132
flightledthor,negative,0.0073289275
1447,neutral,-0.008835851
n351jb,positive,0.014903806
westchester,positive,0.019139118
county,neutral,-0.004650522
unavailable,neutral,-0.009499098
moon,negative,0.014949661
0510,negative,0.018180799
exceed,negative,0.014549449
the16,negative,-0.005634086
incredible,neutral,0.017055165
33,negative,0.014193207
amazon,neutral,0.013087027
angry,positive,0.004580315
nitrogen,neutral,0.015022371
strut,positive,0.02124687
nozzle,positive,-0.0016519353
calibrate,negative,0.016304195
treatment,negative,0.013273485
spvsr,positive,0.012629215
sally,neutral,0.015202712
cleveland,positive,0.007628359
forget,negative,-0.004490096
ksml,negative,0.009339508
la,negative,0.01908065
few,positive,0.010314148
mark,positive,0.019947506
alleviate,positive,0.01968564
guru,neutral,0.013167243
acct,positive,0.021128625
usually,positive,-0.002035452
state,negative,0.012594484
21,positive,0.0093991365
feb,positive,0.016073361
fra,neutral,0.016276147
4609,negative,0.00897098
96,positive,0.015194528
countingthank,positive,-0.010244435
acceptable,positive,0.015270241
arrangement,neutral,0.020963952
stand,negative,0.016116299
medal,negative,0.019308582
thankyou,negative,0.009430068
pleasent,positive,0.014461819
costarica,neutral,0.004369827
penny,neutral,0.010267172
vacatime,negative,0.021386102
airplane️seat,neutral,0.0049021523
jackpot,negative,0.02057593
legroom,neutral,0.012819644
certainly,negative,0.008929729
us558,neutral,0.020776514
216,negative,0.008073429
crewi,negative,0.017794408
telephone,positive,0.02028209
inadequate,negative,0.010951094
yay,neutral,0.009269297
preferably,negative,0.004718609
cryingfaceconfusedfacefrowningfacewithopenmouth,positive,0.0048295725
manner,neutral,0.021291386
decency,negative,0.013766602
preclude,positive,-0.0054320563
light,neutral,0.0132283345
report,positive,0.016648807
humiliating,positive,0.0048709605
sxm,positive,0.017499018
hep,positive,0.01465122
valentine,positive,0.019938566
daynot,neutral,0.021287285
breathe,negative,0.0077948235
solid,negative,0.005564384
length,neutral,0.0149607025
lisa,negative,0.017942067
j,negative,0.01280307
reimbursement,neutral,-0.00017751753
prefference,negative,0.013372917
apply,positive,0.005976701
4q,positive,-0.0015696902
atlantic,neutral,-0.00023623183
hpn,neutral,0.0065703634
35k,positive,0.008377522
rtb,negative,0.014122643
europe,neutral,0.020755779
wayway,negative,0.021380238
knowledgeprovide,positive,0.021165065
bevy,neutral,0.013844904
movie,neutral,0.014435083
alcohol,negative,-0.0009786971
cramp,positive,0.0046805944
yuck,positive,0.014646374
912,positive,0.020094626
play,neutral,0.0023024343
ambassador,negative,0.014532443
lip,negative,-0.016976915
honeymoon,negative,0.01537988
miserably,negative,0.014553454
functionality,positive,0.009140993
2330,negative,0.007998278
sleepless,positive,0.0020055939
demonstration,neutral,0.0052196644
reserved,positive,0.007208839
corny,negative,0.013510317
patient,neutral,0.018841926
string,positive,0.010201596
trial,neutral,0.013989522
move,negative,0.008790873
virgin,positive,0.020536568
eye,negative,0.010058295
overheard,neutral,0.019280434
whiskey,positive,0.016755871
vegan,positive,0.018530618
creative,positive,0.018316552
noodle,negative,0.015882656
pea,neutral,0.008043105
zukes,neutral,0.0102238245
nonvegan,neutral,0.01731461
yogurt,neutral,-0.008716732
deplorable,negative,-0.0004328005
goodness,neutral,0.019295592
nwk,positive,0.01876909
boom,neutral,0.0175782
chg,negative,0.00947101
onlineapp,neutral,-0.005594887
hubby,positive,-0.014997436
with25,neutral,0.020253949
phn,negative,0.012472961
4500,negative,0.017938614
403,negative,0.0085678585
availability,positive,0.018345453
tpa,positive,0.016498711
overloaded,negative,0.017866973
along,neutral,0.012827318
nearby,positive,-0.008149169
disbelief,positive,0.020796195
photo,negative,0.0052029174
applause,neutral,0.016732778
improvement,negative,0.0070463885
retain,neutral,0.0110536255
advantage,positive,0.007342998
4th,positive,0.011235874
6yearold,neutral,0.02019035
terribleservice,negative,0.021036085
noservice,negative,0.020302165
fact,neutral,0.013200227
rarely,neutral,-0.0031063128
foldedhand,neutral,-0.009579614
chs,positive,0.02070504
germany,neutral,0.0068810694
interview,positive,0.007019434
recruiter,negative,-0.0073678913
file,neutral,0.0040091835
informed,neutral,0.011915896
indeed,positive,0.0024082735
create,negative,0.0074603725
anxiety,negative,0.015721742
frustrate,positive,0.0142504275
464,negative,0.0019400623
3574,neutral,-0.0009914376
aok,positive,0.010527987
cheese,neutral,0.0037970282
veggie,neutral,0.0133574605
olive,neutral,0.016613394
cracker,neutral,0.0078083184
mix,negative,-0.0011548437
woohoo,negative,0.011707969
ktn,neutral,0.01626645
enrol,neutral,0.017618254
companion,negative,0.014165748
wallet,neutral,0.0051152613
register,positive,0.0013283193
paris,neutral,0.017057892
final,neutral,0.00997781
list,positive,0.017738607
answerthephone,positive,-0.0027978327
123,positive,-0.008952975
mintalicious,neutral,0.0016584247
truebluelove,negative,-0.0059839087
shelleyandmarcrock,negative,0.021010768
insanity,negative,-0.006078637
inevitable,negative,0.017170697
lap,negative,0.009057701
effort,negative,0.0201144
ha,positive,0.012411408
filmcrew,positive,0.009131759
photography,negative,0.0095181335
cameragear,positive,0.004770292
def,negative,0.016215041
resend,positive,0.011092901
ep,positive,0.0094248615
revenue,positive,0.01831676
1687,neutral,0.003396675
mdwsan,neutral,0.009060051
boss,positive,-0.0075242035
yousuck,negative,0.020365268
oscars2015,neutral,0.0036309548
eat,positive,0.017905694
helpunitedsuck,negative,0.02080863
kn,positive,0.008172857
bypass,neutral,0.01588231
receipt,positive,0.010934107
lindsey,negative,-0.0030495673
intercom,negative,0.0043769013
absurd,negative,0.019606985
400,neutral,0.011730533
bosla,negative,0.015962318
vabeatsjblue,negative,-0.00493872
anyways,positive,0.015917625
nomoreaggravation,neutral,0.017170426
nd,neutral,0.011848543
school,neutral,0.013260368
rem,neutral,0.020250779
apparent,negative,-0.004926501
fine,positive,0.0075166784
overseas,neutral,0.012549121
situationagain,negative,0.019406948
moveup,positive,0.009830546
vino,negative,0.01642865
hurt,positive,0.004387293
wineglass,positive,0.01896865
737800,negative,0.008464234
superior,negative,0.011007015
performance,negative,0.01510125
userperceive,positive,-0.0074526994
bandwidth,negative,0.012220498
flightncy,positive,0.013623521
dissatisfied,positive,0.011494301
besides,positive,0.019777529
1797,positive,0.018052276
five,positive,0.018371895
ignorant,neutral,0.019096691
staffamericanair,neutral,0.0063987393
farthank,negative,0.016488556
doug,positive,0.009725826
parker,negative,0.014011849
1041,negative,0.021275062
ga,negative,0.007253209
winkwink,negative,0.012159798
ua1469,negative,0.01826141
64,positive,0.013506718
gb,neutral,0.016111482
4532,neutral,0.013761539
838,neutral,0.011127394
however,positive,0.0045471285
yeah,neutral,0.017518468
reliability,positive,0.015364673
bahama,positive,0.004520908
northeast,positive,0.020026565
juice,positive,0.013238534
getphilz,neutral,0.007056061
0769,negative,0.00926403
ah,positive,0.015213966
aa953,positive,0.015626859
ba,neutral,0.0049585197
airways,positive,0.015657347
thousand,negative,0.0076712817
gluten,negative,0.014493369
pref,neutral,0.004164228
wifiless,neutral,0.018407859
1701,positive,0.0186209
nonprofit,neutral,0.016269308
arc,negative,0.0031625722
rely,negative,0.017909635
extraction,positive,0.019247059
abducted,positive,-0.00041509792
thirty,neutral,0.013980381
institutional,neutral,0.0032490995
quality,neutral,0.016778696
machine,positive,0.016075335
predictive,neutral,0.018980462
analytic,negative,0.019627262
forecast,positive,0.01898564
datum,neutral,0.015803043
obviously,neutral,-0.0106875645
stink,positive,0.013917018
441,negative,0.018219493
priceless,positive,0.015690673
responseredheart️,neutral,0.021227006
basically,positive,0.030702919
design,neutral,0.0077061113
arizona,positive,0.016853929
184,negative,-0.017047834
august,neutral,0.0037090387
black,negative,0.0134499185
errore,positive,0.020818226
pull,neutral,0.019608743
above,neutral,0.018010024
positionhow,neutral,0.015565168
lea,negative,0.001230184
secret,negative,0.01459036
redcarpet,negative,0.018941864
40th,negative,0.017719887
fully,positive,0.0013815463
ty,negative,0.00506898
smile,neutral,0.012103591
milesthank,positive,0.007107837
ordwe,negative,0.020347357
consolation,neutral,0.020646028
encounter,neutral,0.0158046
shv,positive,0.012812462
23,negative,0.01589416
clarification,positive,0.003007928
everytime,neutral,0.00780716
paperwork,neutral,0.009381322
loose,neutral,0.019061487
tag,neutral,0.0057007466
755,positive,0.01818766
sympathy,positive,0.017025717
1562,positive,0.020663124
kindness,neutral,-0.0029003285
beyond,negative,0.019506767
stranded,positive,-0.0049142893
nicely,neutral,0.015585754
thumbsup,positive,0.017483745
glow,negative,0.010546844
aircraft,neutral,0.009000381
sparkle,negative,0.019382473
partnership,negative,0.008652117
flightchange,positive,0.012299534
penalty,negative,0.01735907
hoop,negative,0.0022931006
kp,neutral,0.016041711
with4840,positive,0.0017620977
phil,positive,0.013818331
stt,negative,0.015251428
lodging,neutral,0.009904403
housing,positive,0.010311838
department,positive,0.001951905
bunch,positive,-0.0006960798
bull,positive,0.011958431
manually,neutral,0.0029277802
exeu,negative,0.0061878357
metal,neutral,0.020979624
haulba,positive,0.018390577
intraeu,positive,0.020567559
jacksonville,neutral,-0.0017442945
cheer,negative,0.020623058
bila,neutral,0.015112065
21st,negative,-0.010735832
celebrate,negative,-0.013965209
2xdaily,negative,0.01445017
beach,neutral,0.0071663987
midnight,negative,0.015331648
infobag,positive,0.0074092243
jetbluesofly,neutral,0.019708246
foreverrrrrr,positive,0.011369504
shocking,negative,-0.001842875
door,positive,0.015355531
830,negative,0.021082737
fuel,negative,0.013037518
ramper,positive,0.014504299
aa4285,negative,0.014826741
t5,neutral,-0.016615333
attempt,negative,0.0066716056
fit,neutral,0.020161364
parameter,neutral,-0.0016205739
1051,negative,0.018572502
ua1002,negative,0.00657562
saga,negative,0.021094006
homeintentional,positive,0.02106871
gso,neutral,0.011926062
rent,positive,0.016744424
pop,neutral,0.014810681
partner,neutral,0.017982937
bubbly,neutral,0.018298727
kindly,negative,0.021082696
cargo,negative,0.016763367
umm,negative,0.01964923
strange,negative,0.012354877
stonewall,neutral,0.013660386
philadelphia,neutral,0.018872168
communicate,positive,0.01745744
ya,positive,0.014022939
sing,negative,0.01642787
song,negative,-0.005137395
lovesouthwestair,negative,0.021462832
wheelchair,negative,-0.0022969265
4649,positive,0.0115389
ft,negative,-0.006537715
lauderdale,positive,0.0014240686
louisville,positive,0.0075561684
thanksairplane️airplane️,neutral,0.009421408
stingy,negative,0.014643822
model,positive,0.02142613
ptfo,negative,-0.0016731955
bastard,positive,0.014663864
355,negative,0.014546972
dedication,negative,0.018501095
concern,neutral,0.017028984
nor,neutral,0.010418884
mos,positive,0.012373161
sunday,positive,0.018776152
ana,neutral,0.020391662
grumpykim,negative,0.009976491
claudia,positive,0.010679856
mother,neutral,-0.004825741
bit,positive,0.014367882
headache,positive,0.015517861
eager,neutral,0.0115541965
vision,positive,0.003148282
guide,positive,0.016940389
dog,negative,0.018571168
timeseverytime,positive,0.020373367
auto,neutral,0.01820938
vmsgyour,negative,0.008421559
firefox,positive,0.019680832
finish,positive,-0.0016326085
button,neutral,0.019766375
gray,negative,0.020954162
couple,negative,0.0077751987
prime,positive,0.02014951
opportunity,positive,0.010485139
hat,neutral,0.012659196
parody,negative,0.017520525
alright,neutral,-0.0029910766
specifically,negative,0.018745318
787,neutral,0.01643566
exam,neutral,0.008946456
directly,negative,-0.001858525
laissez,positive,0.020284783
faire,neutral,0.016938299
guideline,negative,0.020983689
10x9x17,neutral,-0.00043274276
20x157x87,neutral,0.009818122
tall,neutral,0.018251378
reference,positive,0.020935033
ind43728,negative,0.0022031162
10minute,neutral,0.010282931
turnaround,negative,0.00016137958
codeshare,neutral,0.0007970296
assume,neutral,0.010414176
responsibility,positive,0.016876206
uncvsduke,neutral,0.0130699165
4hr,negative,0.01959455
notafanofyourmerger,positive,0.015516512
ringle,negative,0.08714793
barnum,negative,0.0052619055
bailey,neutral,0.0050286576
peel,positive,0.015371736
clown,positive,0.019906528
pool,negative,0.02148112
gifting,neutral,0.015940852
375,positive,-0.0012415145
scumbag,negative,0.006458154
vs,positive,-0.0070899213
16,positive,0.013337698
voice,neutral,0.019440223
facewithcoldsweatloudlycryingface,negative,-0.0016237795
479,negative,0.0070351437
mosaic,positive,0.01489168
perk,neutral,0.01665828
5lbs,positive,0.020718299
ua1459,neutral,0.011243947
newark,neutral,0.011133548
threehourslate,negative,0.00019830652
smilingfacewithsmilingeye,positive,0.020898037
princess,positive,0.0051476434
glassslipperchallenge,neutral,0.0043157544
wdw,neutral,0.009967372
nomorevirgin,neutral,0.0023746714
833,neutral,0.01631312
helene,positive,0.0035555065
perhaps,neutral,0.011908229
nexus,positive,0.008834349
acknowledgement,positive,0.02119108
ife,neutral,0.008873347
low,positive,0.013818279
profile,positive,0.015956555
preciate,positive,0.0056937095
5015,positive,0.009944838
knoxville,neutral,0.020870969
planehow,positive,0.0050889384
robotic,positive,0.019958448
resched,neutral,0.008024545
replacement,positive,0.016122729
enroll,positive,0.012024537
promotion,positive,0.016932353
pair,negative,0.008624788
prettyplease,neutral,0.021397576
difference,negative,0.015400998
develop,neutral,0.006374057
wretched,negative,0.0072983783
omaha,negative,0.0033508185
grandmother,negative,0.008691717
smilingfacewithopenmouth,negative,0.0119882
income,negative,0.0075796098
jetbridge,positive,0.018940132
drivermisse,positive,0.0024876352
45min,negative,0.017501973
party,neutral,0.0121932775
ezee,negative,0.017234594
bear,negative,0.12404733
india,neutral,0.027386703
steve,negative,0.012448221
wilson,neutral,0.020180278
thaw,positive,0.014441617
bankruptcy,neutral,0.0061692987
jp,positive,0.016240623
elite,negative,0.0042303912
gold,positive,0.02068479
chase,neutral,0.0039922707
eqm,neutral,0.0016341209
utah,negative,0.0039086584
44,neutral,-0.0028425101
shotw,negative,-0.0067559946
comp,negative,0.0038633756
turbulence,negative,0.020319242
scared,negative,0.016853232
face,neutral,0.019161288
fehqne,neutral,0.010587323
21feb15,negative,0.0049361344
dcarsw,positive,0.0152109
167,neutral,0.0038118623
specially,neutral,0.021379653
carlton,negative,0.020854063
767300,neutral,0.00726676
texte,neutral,0.019357044
sd,positive,0.01046386
tmrw,negative,0.018112324
increment,negative,0.016342867
1219,neutral,-0.0043329373
boil,neutral,0.019988738
reconsider,negative,0.017092474
jump,neutral,0.017405942
crossword,neutral,0.017495818
glass,neutral,0.013632197
lazy,neutral,0.015180107
platinummember,positive,0.014721163
clearing,positive,-0.012081001
spin,neutral,0.013332862
unitedsuck,positive,0.012996711
flightit,negative,0.011689872
ath,neutral,0.0125817545
culture,negative,0.010542158
ua922,negative,0.013407629
aircrft,neutral,-0.003442891
2hrs,negative,-0.0032364763
bcuz,negative,-0.016022738
whenever,negative,0.012162652
endless,positive,0.020184051
hostage,neutral,-0.0017837808
goingforgreatnessfail,positive,0.01047558
speedy,negative,0.003180217
nature,neutral,0.018267822
print,neutral,0.013222262
haha,negative,0.017711785
cluster,negative,0.02128651
inefficiency,positive,0.016141523
misinformation,positive,0.01146559
dxb,positive,0.012198541
got,neutral,0.018498458
swfan,positive,0.020198118
understatement,negative,0.010836817
ua63,positive,-0.0039614383
madrid,positive,0.0060763285
mass,positive,0.0012901202
confusion,neutral,0.0018419679
fro,positive,0.01977827
maryjo,neutral,0.014514696
hungary,negative,0.017129913
difficult,neutral,0.0055681486
aadvantage,neutral,0.0120300725
110,neutral,0.0033714548
bagswhich,positive,0.017055687
makeup,neutral,0.015388455
loving,neutral,0.01764341
joe,positive,0.012644332
633,positive,0.0035216473
closed,negative,0.01803362
delete,positive,-0.004820386
now3,positive,0.009939715
times,neutral,-0.0056042075
collect,negative,0.019636203
inexcusable,neutral,0.015944663
hiremorepeople,neutral,0.01569952
amt,negative,0.016897324
incoming,negative,0.011821795
flutter,positive,0.012798954
fullprice,negative,0.007661188
table,negative,0.0075851195
5hrs,positive,0.010239519
fb,neutral,0.004976744
bougth,negative,0.0057021007
fligth,neutral,0.011233289
229,positive,0.0049733687
respondi,neutral,0.01452611
150000,negative,0.019937314
iredheartusair,negative,0.007160347
5957,neutral,0.00897038
chart,positive,0.006577585
steal,neutral,0.018172912
wearyfacewearyfacewearyface,neutral,0.011204921
diane,neutral,0.004422173
eyw,negative,0.011112142
delaney,neutral,0.0028204173
shawn,positive,0.019923456
exceptional,negative,0.0032083113
happily,positive,0.016863726
choose,positive,0.012672462
integrate,positive,0.016842183
reroute,positive,-0.0062280297
pax,neutral,-0.012324892
sale,negative,-0.000593625
grade,negative,0.013442542
eqp,neutral,0.015965197
800,neutral,0.01666651
500,negative,0.015684702
hahayeah,neutral,-0.0076689227
chuckhole,positive,0.0070390943
shameful,negative,0.011379052
size,negative,0.008886298
oversell,negative,0.017052785
minefit,positive,0.010485172
unresolved,neutral,-0.00950791
supervisor,positive,0.013536707
corporation,neutral,0.017436054
street,positive,0.011632435
pulse,positive,0.003189342
private,positive,0.008682227
conversation,negative,-0.0090179285
overhead,neutral,0.015672516
lift,positive,0.0062678345
complt,neutral,0.021266587
295lav,negative,0.019599289
pln,positive,0.005235972
lnde,negative,0.009626146
nite,positive,0.0164234
plough,neutral,0.010692246
lone,neutral,0.019975428
furrow,positive,-0.003471205
middleeast,positive,0.0046799183
nick,positive,-0.006707117
742,negative,-0.015239177
10000,neutral,0.014768332
rotten,positive,0.015359372
cherry,positive,0.014515251
nocareforcustomer,negative,0.016451992
390,positive,-0.012167051
sneak,positive,-0.012741524
cookie,negative,0.01267726
changing,positive,0.017478377
toughtomakeplan,positive,0.01733037
camera,negative,-0.006122375
28,negative,0.019148618
pittsburg,positive,0.0065861624
unitedfail,positive,0.0025848467
sometimes,neutral,0.0039037634
comment,neutral,0.0040827487
our,negative,0.013459951
arbitrary,neutral,-0.0075521786
straight,positive,-0.0030745529
15yr,neutral,0.017657556
relationship,neutral,0.019578286
2day,negative,0.0053116195
canadian,neutral,0.007082643
preboard,negative,0.012861852
idiot,positive,0.020925492
fudger,neutral,-0.006863419
799,negative,0.020136595
understandably,positive,0.009746809
edgy,neutral,0.02147447
chipp,neutral,0.008550033
personallyabout,negative,-0.00095606036
atlno,negative,-0.018810466
aruba,negative,0.0013574846
bestplanesever,negative,0.008337647
bestflightever,negative,0.01950895
flight4592,negative,0.004137421
lasfllsju,neutral,1.13565475e-05
ua3785,negative,0.0112873055
bora,neutral,0.012035664
oprah,negative,0.0008056946
multi,neutral,0.017071672
reopen,positive,0.019510418
1285,negative,0.00993501
grow,positive,0.012009036
backlog,neutral,0.012749378
defer,positive,0.009271149
timbit,negative,-0.00016344152
smh,neutral,0.01466113
worstairline,neutral,0.004501108
prevent,negative,0.01848394
fistfight,negative,0.021373909
exact,negative,0.01908673
entry,neutral,-0.0005769767
event,neutral,0.017550886
boyfriend,negative,0.013884466
2009,neutral,0.0054771584
mde,positive,0.011840377
mission,negative,0.020933557
lasalle,neutral,-0.0013269335
wednesday,neutral,-0.00038468651
seg,neutral,-0.0058476888
falseadvertise,negative,0.015741706
2516,negative,-0.011085049
2244,positive,0.011562623
datetime,neutral,0.02104617
dcabos,neutral,0.01587987
redheart️,negative,0.019469198
winkingface,positive,0.010268763
swamp,negative,0.015631292
dmd,positive,0.011923142
speed,positive,0.017160915
021mbps,neutral,0.013992842
lufthansa,neutral,0.013868596
incentive,positive,-0.005371524
impact,positive,0.018193811
nasdaq,negative,0.008319536
6500,positive,0.013054784
somewhat,positive,0.01070242
egregious,positive,0.016528144
sam,negative,0.008779803
adams,positive,-0.0076547656
draft,negative,0.01264859
usurious,neutral,0.013557866
separately,neutral,0.0059597846
2gether,neutral,0.019949716
confs,negative,0.0063990895
transformative,negative,0.012414794
captive,positive,0.015439544
phone25,neutral,0.008253023
deaffriendly,negative,0.011446942
flexibility,positive,0.01934952
argue,negative,0.00042341277
7unnecessary,neutral,-0.0027485713
companionpass,negative,0.018152528
valid,negative,-0.0022320189
reduce,positive,0.014851589
certificate,neutral,-0.0046631917
5238,positive,-0.0034365207
period,positive,0.018616881
msy,positive,0.0052503124
phlcrw,positive,0.0051250085
oct,positive,0.014821544
25oct,negative,0.017126698
31,negative,-0.010015609
serv,neutral,-0.0035386775
reps,negative,0.0021487754
education,positive,0.014966343
cabin,neutral,0.02149292
crave,positive,0.016953383
pretzel,neutral,-0.00013279915
unreal,positive,0.016164135
sju,positive,-0.00075971335
sabe,negative,0.008616464
louis,negative,0.0158583
april,negative,-0.0067794053
cdg,neutral,-0.0019049868
forelock,neutral,0.01890818
logistic,positive,0.020484816
162,negative,0.008502942
smf,negative,0.01594871
outofbusiness,negative,0.008859914
aiecraft,positive,0.020087875
stress,negative,0.0134839825
5283,negative,-0.013869956
mins,negative,0.011267953
compassion,neutral,0.004365124
delayedno,positive,0.020710249
559,negative,0.0033714026
ordseriously,positive,0.021141123
maui,negative,0.020290606
btv,negative,0.007509876
exist,negative,0.0026305597
300,neutral,0.016027816
series,negative,0.0072170775
retire,negative,0.011374772
ivr,negative,0.015949626
prompting,neutral,-0.01010986
offering,negative,0.009233741
ua1731,positive,0.013414111
entertainment,positive,0.015233874
willie,positive,0.01581265
nelson,positive,0.005989827
impersonator,negative,0.01931103
peanutsandtoon,neutral,0.018289927
rtn,negative,0.017489407
bereavement,neutral,0.01684717
22nd,neutral,0.017421607
noworse,positive,0.008344706
crewmember,positive,0.00964254
ase,positive,0.018171862
aspen,negative,0.0038027205
towards,positive,-0.0010204855
dallasairporti,positive,0.018908843
2208,negative,0.0076439176
clewould,neutral,0.01647152
a20,neutral,-0.0053168666
reissue,negative,0.019116275
approximate,neutral,0.014784474
7a,positive,0.020015448
tom,positive,0.01958112
rec,neutral,0.011304002
clarence,neutral,0.01950854
frank,negative,0.0089843515
hoot,positive,0.013510454
facewithstuckouttonguewinkingeyefacewithtearsofjoy,positive,0.01227922
onei,negative,0.020108752
silver,negative,0.018711045
ruth,positive,0.017804548
justdoit,negative,-0.01591754
youknowyouwantto,positive,0.014618073
heartwitharrow,positive,0.01076689
consistently,positive,0.008580841
gary,neutral,0.015947424
delayedl,positive,0.0048388354
phlsfo,negative,0.0187293
unfriendly,negative,0.012579724
obscene,negative,0.0081829
establish,negative,0.019842602
double,neutral,0.0077205747
15min,negative,0.016737904
timely,negative,0.014512315
pissed,negative,0.0051233154
hungry,neutral,0.006658353
midway,positive,-0.010928927
634,positive,0.008677339
depot,neutral,0.013102118
wd40,positive,-0.0077872416
automatically,negative,0.018999167
traveller,positive,0.019171514
tfw1,negative,0.015646849
tyspent,positive,0.019252438
total,neutral,0.005862789
battery,neutral,0.013311092
aflame,neutral,0.011332206
rumor,negative,0.0074962378
2069,negative,0.019454822
3750,negative,0.015620384
hsv,neutral,0.008159982
pride,positive,0.00864883
helpbeen,negative,0.02049625
3611,negative,0.017600857
510pm,negative,0.01679432
central,positive,0.011101883
734pm,negative,0.0096283015
necessary,positive,0.017974239
confident,negative,0.019935992
appropriate,positive,0.020086624
a321,negative,0.020163305
jfksea,positive,0.020601366
2015,negative,0.01717602
core,neutral,0.02088166
config,negative,0.016050987
argh,positive,0.013604343
false,positive,0.021345831
stmt,negative,0.010513645
comedy,neutral,0.008458562
incl,negative,0.002756901
catering,neutral,0.017723382
getyouracttogether,neutral,-0.009165736
golfunited,positive,0.00467881
amarillo,negative,0.02143601
fl382,positive,-0.0021404494
sittin,neutral,0.019815605
ps,positive,0.015259203
loveeee,positive,0.017768186
dear,neutral,0.019090232
degree,neutral,0.014790934
selfinter,positive,-0.0020327792
dmscusairwayscom,positive,0.019234587
117,positive,0.014422286
