Predictions,Text
5,airline mention one bag infant car seat -pron- stick yr poor replacement icy mtn road
5,airline ur hemispheres magazine open u make flight pleasant
7,airline hard believe since -pron- staff user sfo check -pron- someone name ritacomo fly ewr day
0,airline -pron- late flight tired understandably edgy try catch -pron- flight chipp def rude
3,airline rude cust ser agent busy chat yell bc take pic put -pron- stdby seat diff agent give -pron- seat 30min late flightr platinum
7,airline frequent user congrat u lose -pron- bag 20 year problem -pron- today -pron- staff rudecryingface still bag
5,airline yes though -pron- locate bag yet -pron- lovely flight outside
7,airline -pron- wife phone several time past 3 day result
2,airline -pron- say customer care report anyone -pron- response humiliating company serve public
6,airline unitedairline -pron- feedback -pron- benefit -pron- correct -pron- atrocious customer service good know
2,airline unitedairline fill form never receive response expect remedy -pron- travel another airline cancel flight member w u
3,airline 1213ewrlax ua1151 -pron- seatarmrest broken discover takeoff flight fullfa file report chat partial refund
4,airline -pron- tell -pron- go know issue -pron- go find -pron- fix -pron-
2,airline make -pron- way airport -pron- say -pron- fix handle show -pron- problem -pron- say go …
5,airline -pron- bother respond -pron- customer service bad never use -pron- guy
5,airline free hotel make poor customer service disregard
1,airline -pron- mess refuse wait 10 min united fault delay leave early absolutely disgusting
1,airline mechanical delay occur houston early today -pron- flight ord
7,airline thx check never get via phone hold hour long long wait hold ugh csfail
5,airline else would know -pron- deny
6,airline -pron- allow shady 3rd party service sell -pron- ticket refuse help customer leave hold bag flyunite
3,airline hour phonehung onall want different flight day open seat greatservice
1,airline maintenance issue undetermined amount time mechanic even arrive
3,airline user 85681 cost one round trip ticket
4,airline go back airport -pron- work time -pron- tell -pron- seriously way
0,airline 3875 denver -pron- suppose board right yet land
4,airline 15 year never many issue airline
4,airline haha fine still fly airline ever seem like -pron- guy problem anyone else
2,airline note -pron- travel w 2yr old unreal
1,airline plane stay overnight next airport roc u make 10 min air instead wait u leave early
1,airline mechanical issue cause delay connect plane ord need wait 10 min -pron- refuse leave early instead wtf
3,airline one -pron- 757300 jfk laxwhen r u upgrade planesplane screenslousy seat unitedfirst
4,airline -pron- already vomit -pron- halfway
6,airline amazing hard talk customer service
1,airline fair enough -pron- stink passenger plane leave gate sit tarmac hour takeoff
0,airline -pron- hold flight -pron- group nearly 20 people
0,airline -pron- guy suck -pron- delay flight hold connector 10 minute worstairlineever
1,airline time rantyou delay -pron- flight still forget -pron- luggagethen delay tarmac moment love -pron- united
7,airline -pron- international flight -pron- get -pron- new eta -pron- air
0,airline thank rude customer service 3 hour delay -pron- really help -pron- timing wise -pron- afternoon meeting hello user
2,airline useless response need function wheelchair customer care form fill
0,airline 55 cab ride dfw love get -pron- -pron- bag reimburse
1,airline user unbelievable hypocrisy
7,airline top csr go ahead hang -pron- call united discuss
0,airline finally memphis land 30 minute ago still bag pay service get bad
5,airline thank terrible experience ewr customer treat priority inconvenience tryagain
6,airline third wheelchair break
0,airline -pron- flight 1 pm still airport gee service -pron- care nope delay 755
3,airline disappointed cc purchase ticket online voucher charge full amnt would hold price refund unacceptable
2,airline exactly -pron- state secure document nexus card -pron- state passport must always also present read -pron-
6,feel completely cheat user read -pron- commitment customer service via website def get service suggest
3,airline user 0162431184663 3 -pron- agent say -pron- would refund agent say united never sell -pron- ticket
0,airline -pron- air traffic crew could get -pron- shit together one would notice rudeness ground staff
2,airline itproblem link 3thparty
6,user feel well informed yes flight indeed delay thank -pron-
3,airline pay coach plus tell preboarde overhead bin full -pron-
7,airline get help change ticket 40 minute hold counting
7,airline tell supervisor united disconnect -pron- customer support nobody address -pron- igiveup
2,airline -pron- mileageplus signup page break
0,airline 7 wifi tell -pron- family go late flight cause sit ground plane past two hour
2,airline fyi continuous text email get delay hold captive tarmac helpful
0,airline -pron- late flight -pron- break -pron- luggage handle -pron- pay new one
1,user friendly sky -pron- today 5hr weather delay sfo follow 1hr mechanical delay sit plane nofun
5,airline -pron- customer service rep rude ask question turn get attitude jane help disgust
5,airline -pron- see thread
6,airline poor old united never seem get response right
5,airline obviously staff ewr united otherwise see -pron- ad friendly helpful ewr bad airport
1,airline also preselect seat sfo yyz flight canadian flight book problem
7,hypocrisy rt airline user sorry -pron- able offer full refund exchange rate -pron- hope kp
5,airline spend -pron- hotel weather delay weather something completely -pron- control
6,airline eventually -pron- approach bag like user -pron- get -pron-
1,airline -pron- nyc flight delay miss -pron- connection sacramento chicago
3,airline say -pron- would give -pron- refund 30 day late flightr refund
4,airline -pron- know weight -pron- plane -pron- sit plane 25 hrs convince -pron- company safe flt
0,airline -pron- show -pron- flight several hour early try call hold 15 min bf call disconnected
7,airline -pron- policy change -pron- must advise time purchase -pron- choose vary -pron- airport -pron- want full refund
1,airline want -pron- cancel flightle -pron- ticket -pron- special guess even united
7,airline 03 flight booking problem without major problem 0 badthumbsdownthumbsdown
7,airline user check -pron- baggage -pron- -pron- lose -pron-
1,airline hope -pron- miss -pron- lax ito connection look forward stick lax overnight -pron- teamagain
2,airline well perhaps -pron- could highlight state -pron- travel canada usa united nexus
0,airline -pron- know two hour -pron- sit plane bag load plane weight
6,airline -pron- make -pron- hard fly -pron- delay hour plane turn around head back gate connection
6,airline serious firing need happen hnl -pron- break wheelchair -pron- loan -pron- -pron- break mine
2,airline call customer service course -pron- say nothing -pron- offer transfer disconnect line
2,airline submit third time please check confirm receipt take screen shot case -pron- disappear thank
1,airline -pron- already reschedule flight cancel flightle -pron- hotel room pay
0,airline classic
1,airline flight ua3364 sit tarmac 30 min report whyany input
6,airline 3rd party service -pron- use sell -pron- ticket rip -pron- excellent service united offer
3,airline thank advice helpful believe -pron- guy actually charge people fly united
6,airline -pron- issue united airlines please retweet pay full fight ticket give standby instead
2,airline try log tell email log currently available
7,airline user -pron- cancel flight ticket thousand people -pron- like exchange rate doublestandard
4,airline waste 40min fill 2 online form -pron- tell -pron- -pron- receive know happen time
1,airline stick iah wait flight 253 honolulu 7 hour due maintenance issue could -pron- get new plane fail
7,airline user user kind hypocrisy cancel flightle ticket bad exchange rate -pron- advantage unite
7,airline entire problem never send anything via email give flight booking problem number phone
2,airline call number useless head airport pick -pron- bag whole situation seem like real joke
6,airline -pron- could get -pron- first class -pron- flight rebooke -pron-
2,airline sendingposte complete detail circumstance surround matter united airlines ashamed
7,airline hide city force -pron- crappy seat even though exit row available first leg -pron- support fix
1,airline miss -pron- income time sit 30 jetbridge drivermisse 45min connection time flight
1,airline yes still need assistance flight home due change flight u make miss connection
7,airline thank -pron- would like apology full refund please confirm -pron- receive
7,airline get bad exchange rate want -pron- money back please -pron- refund without penalty
0,airline -pron- flight ua1159 denver rmoug15 rechedule 5 time show -pron- know ridiculous
2,airline -pron- use automate response decency actually carerespond
5,airline jt issue miss connection early gate closing zero concern customer service
2,airline think could say many nice thing get upgrade -pron- delay -pron- flight -pron- ok
3,airline dm detail back 0214 start phone number reach -pron- reply either online phone
7,airline claim number back iad baggage since phone call speak someone
0,airline bad service ever smilingfacewithhorn
6,airline thank -pron- attention would actually like make specific complaint customer service dca -pron- good option
7,airline believe united find someone simply check seat back miss passport love united debate choice
2,airline furious -pron- firm disgrace despite -pron- effort -pron- zero protect -pron- daughter alone night united
7,airline -pron- website flight booking problem experience obnoxious upsellladen disaster anyone half brain
0,airline flt 4487 major delay bc ground crew slow flight crew terrific 2 hour groundpoutingface
6,airline sorry hate united get see -pron- family thursday
3,airline -pron- customer service mileage plus customer disgrace spend 45 min phone reset pin number luck
6,airline change way stick -pron- -pron- premiere 1k loyal customer make thing hard loyal -pron-
0,airline thank offer finally make -pron- -pron- destination albeit hour late flight
1,airline airline cancel flight oc fll flight today 700 switch notice apology -pron- fly unitedairline
3,airline -pron- would super -pron- pay much attention actual flier -pron- credit card holder
0,airline travel lot get -pron- -pron- still -pron- fave ewr cleveland with40 min layover connect dc -pron- good option come
7,airline 3 p.m. -pron- bag still even courtesy toiletry kit flight experience expect disappointed
1,airline airline cancel flight oc fll flight today 700 switch notice apology fly unitedairline
6,airline flight 86 laxiad back row clean prior board gross find use tissue -pron- seat please
6,airline plus -pron- horrible seating poor customer service everywhere fly -pron- take away mileage programhorrible
6,airline -pron- would learn -pron- listen -pron- customersyou want -pron- wantvirginamerica ask -pron- customer -pron- want
0,airline customer service thumbsdown
2,airline priceless united strand -pron- daughter ohare united zero keep -pron- safealone plastic chair 9h united air
1,airline 3359 -pron- finally cancel flightled
2,united link email offer u send -pron- year buytransfer milesthe last 1 expire
4,airline thank finally make -pron- miss meeting
6,airline -pron- flight originally suppose leave 140pm -pron- leave 5 2nd time happen
5,airline supposedly -pron- delivery believe -pron- see -pron-
2,airline thank -pron- yes hope speak someone directly appreciate link nonetheless
5,airline hi jh -pron- experience united entirely disgusting yes would like assistance get compensate -pron- bag
2,airline probably would -pron- someone return -pron- call email case number 8273993
7,airline even fit -pron- name first two line yes please pass feedback big downgrade previous year
1,airline -pron- 2 flight cancel flightlation one due weather one mechanical pay hotel bag hold transfer vouchercompensation
6,airline get email -pron- reservation get cancel flightled refund nothing get refund yet
1,airline -pron- offer -pron- flight cancel flighted strand away home work
0,airline -pron- really try -pron- today
3,airline -pron- busy take need get audition
2,airline quick response offering assistance lack follow really service expect
1,airline stick iad go 6 hour wait ferry flight nashville u tell -pron- arrive ridiculous
4,airline flt 4567 gate agent announcement unprofessional time go back user
4,airline flt 4567 departure time change five time last 20 minute -pron- figure solution announce
7,airline bag still houston since friday still reimburse baggage fee
4,airline tell -pron- -pron-
1,airline flight 4567 already cancel flightle try get home two day staff unhelpful
0,airline flight bad last flight attendant even know whether plane equip power outlet seat
3,airline flight 4567 agent wander pilot come look -pron- go charge -pron- personal phone -pron- would txte
4,airline wait flight 4567 memphis incredibly rude gate agent wait departure time announce delay 1 2 rude
7,airline see need spend extra 100 bc ur equipment failure
3,airline need make change reserve -pron- seat buy -pron- ticket error comp seat
0,airline -pron- 2015 power outlet seat 6 hour flight california seriously airline fail pathetic
2,airline thank kp luckily -pron- transfer maintenance issue still delay miss -pron- transfer
2,airline could -pron- please send -pron- phone refund department -pron- submit -pron- claim email without success
1,airline person sit denver three hour want get plane please let -pron- go home
1,airline flight 441 24 delay three hour pilot never show
6,airline need get ric tonight ewr 24hrs
1,airline -pron- next flight miami another airline
3,airline -pron- super frustrating folk united ticket counter pittsburg honor -pron- media rate unitedfail
0,airline 45 minute arrival bag people ua469 den ewr long -pron- wait ual rep come
4,airline karen find -pron- unhelpful rude call united time tell -pron- could board karen would accept
6,airline -pron- cross 4 prior time carrier issue karen rude untrained unhelpful also speak
2,airline nexus confirm crossing via air car boat -pron- travel nexus
5,airline 2 employee yell -pron- 3 employee stand whisper point -pron- behind counter
2,airline 1 refuse boarding nexus nexus confirm -pron- refuse
7,airline u lose -pron- bag would refund -pron- bag fee make sense -pron- yes already call cust svc -pron- say
6,airline -pron- try -pron- little bitty plane fly boston hate little plane
6,airline refund request functionality brokeni get time error
0,airline user newark -pron- land 15 minute early lose time wait tarmac gate
1,airline give -pron- direct flight iah honolulu 3rd attempt 3 year 3rd delay 7 meal voucher wow customer service
4,airline nearly 48 hour late flightr still idea -pron- never fly unite help -pron-
6,airline 1591 wifi break plane outage 1618 friday southwest get -pron- right every plane united
1,airline second day attempt try leave iad another plane delay mechanical issue hour delay
0,airline -pron- plane come delay almost 7 hour plane
5,airline fast enough excuse service big hub outdated craft southwest wifi awful
6,airline -pron- mother flight delay phlord -pron- -pron- way nrt gate refuse upgrade platinum blegh
0,airline late flight everyone brave weather 40 passenger wait flight crew really
1,airline miserable trip lost bag sit find mon lose ship 2nd day ground tue may -pron- return flight home
2,airline spend afternoon user mia -pron- fault lounge inconvenient
0,airline costumer service suck wait week response
5,airline somehow think go stick pay hotel room denver without winter clothe -pron- dime guess -pron- see
5,airline course need help dme -pron- lady gent day -pron- solution hope good lax
7,airline deny use rear face car seat ua5025 erj145 -pron- confirm actual policy
0,airline -pron- better hold -pron- flight tucson 5237 land houston hour delay minor computer problem
6,airline drop luggage iad 2 month ago repair damage hear anything -pron- since get -pron- back
1,airline feck guy stop cancel flightle flight ewr ric weather fine location
5,airline step 1 cancel flight flight step 2 notify customer step 3 charge -pron- food -pron- try survive -pron- wait brilliant
2,airline besides small degree selfinter -pron- take route several time year would hate situation
3,united -pron- rebooke user split take different flight pilot run hour frustrating
1,airline gist flight attendant tell -pron-
3,airline btw -pron- true -pron- remind flight staff check even indicate meal prefer -pron- reservation
3,airline take -pron- aback response flight attendant put responsibility squarely back passenger shoulder
2,airline u cld explain disorganized inefficient company w surly obviously unhappy employee stay business
1,airline sit airport 5 hrs still sit gate sigh
1,airline gold star united change -pron- flight miss connection accommodate -pron- much late flightr arrival timenot happy
0,user firstclass cockup
5,airline let -pron- get iahhnl direct weather delay -pron- sfo leg stop reactive proactive
6,airline bad coffee juice ok getphilz user united terminal sfo airport
6,airline mot get -pron- refund
4,united nothing apparently fly -pron- 4 time last 3 week 3 experience incl today clusterfuck
3,airline get -pron- name -pron- -pron- group -pron- sit behind -pron- think -pron- window seat 40 -pron- overheard
0,airline -pron- know united club need power moar power insufficient outlet roadwarrior ord
5,airline thrill -pron- carryon check -pron- two nasty gate agent see entire empty bin board last
2,airline business usual mean drop bully mentality foster inspiration great business employeerelation
5,airline ridiculous fly outdate 757s anywhere much less btwn iah sfo power port wifi personal entertainment torture
4,airline last night -pron- wait forever gate someone corporate dispatch forget call crew unfriendlyskie
0,airline broken entertainment system -pron- 8 hour nyc flight terrible cabin crew service online complaint form work hopeless
4,united call -pron- work tell -pron- -pron- -pron- fault late flight
4,airline officially bad delay least helpful airline ever misfortune fly
2,airline item sentimental value heartbroken miss
7,airline still wait reply
6,airline please see flight attendant enough room head bag carry save time
3,want get -pron- bag benefit instead get 25 pricing three ticket add card mp visa option airline
3,airline try 2 dm -pron- would go thru sure
4,user link current status flightsairport fly bwiewrmco morning yet yet tell problem except see snow
5,airline like delay less -pron- one plane connect -pron- voucher
3,airline hope -pron- nice flight time try thing right -pron- sell -pron- ticket connetion
1,airline -pron- get gate iah time give -pron- seat close flight -pron- know people arrive wait
0,airline yes -pron- wait line almost hour passenger leave want wait past 1 a.m.
0,airline still wait hit one hour
1,airline although happy -pron- cancel flight -pron- flight home tomorrow phx atl dca happy easy -pron- rebook
3,airline hello hold extremely long time confirmation get boarding pass try numerous time
7,airline frustrated loooooong wait time speak live person get boarding pass flight tomorrow
2,airline still update text 2053 still response email fr152015 sr 256746438028 feel like yr lose customer servicecare
5,airline -pron- agent one rude unhelpful prompt -pron- initial tweet easy fix
6,airline -pron- wife group prev flight get bump reason alone two kid least put -pron- group
2,airline -pron- flight delay 4 hrs 5 month pregnant suppose care -pron- mom whose surgery upset
3,airline hold 34 min far try book seat -pron- infant price increase 42 meantime
5,airline poor performance around pay express checkin week ago even leverage -pron- bullshit
0,airline logically -pron- would think -pron- check -pron- people board could drive home time wait
0,airline -pron- someone call -pron- back hold two time today 20 min still get
7,airline ground 2 flight bc equipment problem rude -pron- wife travel alone withour 2 young kid never
1,airline oh look -pron- delay -pron- flight additional half hour arrive 6 officially five hour plan poutingfacepoutingfacepoutingfacepoutingfacefacewithsteamfromnosefacewithsteamfromnosefacewithsteamfromnose
5,airline belt issue rough day -pron- bad part travel 9 month old wait outside 85 degree
5,airline -pron- move 210pm flight 4649 main concern luggage arrive -pron- -pron- tell sw
0,airline get -pron- bag 35 hour late flightr offer 50 go pick -pron- taxi cost 65 one way spend 200 inconvenience
4,airline thx expect credit leg
6,airline appreciate -pron- get gate issue figure grr plenty open gate yet -pron- sit wait tarmac
0,airline 20 minute hold waiting ridiculous
2,airline u see message past hour
7,airline go purchase flight begin process even 4 minute early point go help
5,airline upset -pron- luggage damage rude employee laguardia airport help
2,airline -pron- flight 218 matter -pron- hell next -pron- get -pron- luggage properly transfer facepalm smh
0,airline -pron- phone service suck
4,airline people exit row still suppose give -pron- verbal approval never ask flight
0,airline -pron- arrival delay nearly 5hour yeah entire day airport -pron- idea stress less vacation fail
0,airline oh -pron- company cause -pron- lose entire day -pron- vacation cancun de board wait another plane
3,airline try change -pron- reservation hold 45 minute -pron- onlinewas direct call help
0,airline -pron- first call get drop wait 15 min second run time try late flightr way online
3,airline yo try make change reservation whenever select flight -pron- say unable price please help
0,airline great -pron- de board perfectly plane shoot fml plan screw thank nothing airline
5,airline let -pron- plane bc toilet even work go -pron- family vacay playa del carmen mexico neveragain
4,airline thank apology unfortunately one many bad experience longer fly southwest
0,airline tell customer service customer relation extend expiration date -pron- unused travel fund
3,airline user two hour ugh -pron- get voucher inexcusable esp pre flight check ok
3,airline horrible experience passenger size 13 -pron- seat offer 50 voucher christine c
3,airline yes much look forward use -pron- airline future flight never
5,airline need learn treat people respect little dignity fail
6,airline redeempoint package magically go time -pron- finally get user 1001 feel like baitandswitch
2,airline think get fast response twitter callwhat
7,airline watch staff check passenger list twice first time -pron- forget look ids brutal
0,airline flight 2373 chibuf last night almost 2 hour delay cuz someone get plane without pass sound safe 12
7,airline nothing -pron- help -pron- restore barelyexpired rapidreward point
6,airline rapid reward program sell -pron- short lasttweetaboutthis still disappointed
0,airline freeze plane
3,airline -pron- airline people screw -pron- boarding pass way back puerto vallarta horrible -pron-
6,airline groupa group c -pron- never get sit next south west flight even -pron- honey moon
1,airline flight atlanta get cancel flightle schedule phone 15 hour rep bump -pron-
7,airline due apparent water issue check fine check -pron- husband already deal -pron- first
6,airline u lot pissed hungry tired people stick midway 4 2 hour schedule departure inexcusable
2,airline -pron- know -pron- lose baggage portal work mobile -pron- 404
5,airline -pron- go charge wifi -pron- solid make sure -pron- take length flight open page
7,airline -pron- website revert -pron- 1st flight 5minute delay -pron- change reliable information
4,airline swa help hotel industry always book flight day need somewhere swa consistent cancel flightsdelay
5,airline unfortunately call answer service horrid swa rolemodel finger pointing excuse disappoint
2,airline frustrating indeed especially one know issue
6,airline hold customer service -pron- may quick rebooke trip low fare difference go
4,airline thx respond
3,airline book flight -pron- phone never get confirmation email would go get
0,airline suppose take almost 2 hour agovacationfail frozenwat gettingimpatient theycouldatleastofferfreebooze
6,airline come get -pron- point buy rapid reward shopping site
1,airline min answer -pron- wife baby need get flight -pron- arrive 2 hrs prior please help venetia crook
1,airline -pron- wife 9 month old may miss flight next direct 210 pm mother law hold customer support 30
5,airline flight 1614 fll atl -pron- wife travel infant line check baggage 200 people long due -pron- computer system crash
6,airline hey friend phone alist number -pron- ivr hang -pron- multiple time sure proceed
0,airline la always traffic insane one issue flight 1625
0,airline insane traffic la try call -pron- schedule flight phone 20 minute nothing
3,airline -pron- long change trip companion online -pron- year get message online
3,airline add rr number user stay hard take rr number checkinout marriott phone cs helpful
4,airline user fly toronto -pron- kill -pron- small
2,airline use -pron- guy -pron- travel last experience never use southwest worstcustomerservice
3,user vipliveinthevieyard first time -pron- try redeem pts anything -pron- really go well disappointed
3,airline way receive refund trip cancel flight online instead call -pron- phone line super busy
1,airline switch plane due mechanical problem reboarde work a49 end long line stick middle
3,airline book via phone call list prefer -pron- kta get add ticket must use web
3,user try vip live vineyard yr site go time get 2 redeem pts package go
1,airline southwest airline cancel flight flight charleston 750pm flight cancel flightation really weather relate flightd
2,airline thank text exactly timely 8 datum throughout issue today maybe
5,airline call 800 rep pleasant less helpful tell -pron- sol train -pron- consistent cx
2,airline 25 year customer 6 3 lose 2 3 inch really hurt every time person front shift -pron- rap -pron- knee
3,airline would great atleast next -pron- husband fly reservation
6,airline customer relation still openin texas
3,airline hate evolve seat knee seat pocket
6,airline heart southwest commercial aim satisfy nanosmattering traveler destination
1,airline etd swa1004 phl appear delay info available gate
1,airline -pron- tell -pron- -pron- cancel flightle flight vs delay
6,airline -pron- bday yesterday -pron- girl give birth -pron- first bear could get courtesy flight change lynn thank
1,airline need know status -pron- cancel flightle instead delay flight
1,airline weather time cancel flight meeting today
1,airline flight 4471 msp cancel flight
6,airline luv -pron- please stop overheat -pron- plane second flight row feel like sauna
6,airline ask lindsey call -pron- instead dm like schoolgirl far call get tired type little note
3,airline give -pron- clever advertising bagsflyfree badpolicy allow -pron- cheatcustomer
2,airline -pron- principle -pron- hard get mug upset -pron- take -pron- money give -pron- anything wrongiswrong
6,airline customer service -pron- use word waste -pron- time take -pron- money badbussiness theft
1,airline three hour flight orlando wifi uncool firstworldproblem
2,airline would like ask -pron- bag pick pit take -pron- hotel airport someone contact -pron-
2,airline customer service fll bwiand pit terribleno one know -pron- bag arehis job clothe gear
4,airline multiple attempt finally able submit -pron- late flight last night
1,airline 4 a.m. arrive find -pron- already cancel flight option miss -pron- meeting -pron- may know show -pron-
6,airline darn buy -pron- wrong device way switch sure
5,airline hey remember time -pron- lose -pron- husband bag filmjobnoequipment nowarmclothe
7,airline -pron- need redeem -pron- lose respect -pron- tonight lostbag filmjobnoequipment
7,airline way fuck lose user bag -pron- husband warm clothe equipment youdidit notcool
5,airline wifi stay connect lifetime higgs boson
3,airline -pron- phone agent able give correct departure time cun -pron- checkin online international
2,airline make -pron- miss thebachelor right wah
3,airline -pron- let bag flutter -pron- charge traveler change date fullprice -pron- let -pron- travel
5,airline let -pron- send dm -pron- follow -pron- lovedflyingwiththem notanymore wrong badpolicy
0,airline -pron- welcome -pron- thought nearly entire plane
3,airline become like every airline crook believe -pron- take 500 shouldwearmask shock
0,airline -pron- conf f8neqm -pron- flight delay 3 hour -pron- friend wait -pron- -pron- bday please follow
2,airline twitter cust svc rule 1 say -pron- fall short tell u u 2 u solve problem say anything
7,airline disappointed iservice receive check online check -pron- -pron- flight status online check airport
6,airline disappointed -pron- customer service right definitely feel luv bad 2nd time winter
7,airline kudo bag handler dtw gate 21 710 pm run keep bag hit ground 9 degree temp
5,airline call tell -pron- bag make -pron- phl still deliver call delivery service
6,airline way give voice customer pay service satisfactorily deliver justsayin
3,airline genuinely surprised -pron- upgrade people -pron- cancel flight -pron- flight least put -pron- comparable spot
7,airline would someone please dm -pron- customer relation number website customer service
6,airline second time row receive text update flight time change offer -pron- use -pron-
3,airline -pron- cancel flightle -pron- flight back queue -pron- want charge -pron- 200 business class stay classy
6,airline hope -pron- flyer get credit sort delay cancel flightlation shittydeal notimpressed
3,airline user taylor u get love swa responsiveness thevery least huh
2,airline -pron- love -pron- take -pron- money take -pron- halfway home sorry late flight
3,airline oh ok good look forward escape cold bit thank
3,airline wifi slow point one get internet ugh
3,airline evennotifie -pron- theflight isdelaye via emailtextphone callif -pron- wererunne late flight would piss unreliable
1,airline tweet weekend bad weather close customer relation center process refund cancel flight flight
1,airline stop cancel flight -pron- flight -pron- history test take chemistry thing learn -pron- understand
5,airline area pic take see album
3,airline -pron- question crazy boarding procedure confusion prevent fistfight good seat
3,airline prove -pron- cuz southw people even know -pron- behind schedule
2,airline u bae u lose -pron- bag clue -pron- happen -pron- 36 hour
3,airline prove -pron-
1,airline think 100 voucher make spend 4 hrs plane landing airport -pron- take really
7,airline problem apology help result matter -pron- prove impossible find anyone interested
6,user new mkt strategy average like rest whathappend rr point devalue
2,airline scavenger hunt location anything common play detective try figure one atl
1,airline ruin -pron- sunday 3 hour delay dia -pron- bag wrong airport 35 deliver -pron- insult injury
2,airline send look functionality -pron- app though one click action
2,airline like kelsey say really bad spot local -pron- know long -pron- take find parking walk bellagio
2,airline destinationdragon tix tonite inconvenience since play scavenger hunt
3,airline right -pron- delay crabby also -pron- allow one family member purchase earlybird check hold row
0,airline 10 people pre board 1 need wheel chair plane case board
6,airline poor customer service display weekend storm stick tarmac 25 hour answer
6,airline feel frustrated buy wifi onboard load email
0,airline -pron- let one person board early bird save seat entire party notcool flight2149
6,airline get -pron- gin tonic
5,airline sick joke toyingwithouremotion
5,airline please explain -pron- every flight dallas go today except 635 pm
7,airline continue -pron- airline choice otherairline frustrating travel day experience 5 delay 4 gate change
3,airline user serious potential wanna get away commercial debacle real -pron- fire user
2,airline appreciate response constant changing flight time frustrating say least toughtomakeplan
0,airline long -pron- delay board -pron- get free drink gettingthirsty
7,airline -pron- seem fair -pron- bag need fit -pron- seat -pron- need fit -pron-
3,airline want 2 change anytime flight leaving 1150 user 1100 phone hold 4 46mins phone answer -pron- say sorry dice
1,airline sincere -pron- cancel flight -pron- flight make -pron- drive 17 hour get home
0,airline pretty terrible customer service sit hold 10 min busy signal disconnect airline suck
1,airline hook -pron- get -pron- tampa -pron- flight cancel flightle morning grateful businesstrip
4,airline user yes hope update soon need clothe meeting tomorrow
3,airline fair set pay full seat get access full seat
0,airline sorry bother -pron- hold 2 hour 30 minute continue hold call back
4,airline -pron- checkin lame business really last seat broad shoulder haha
4,airline yeah -pron- somewhere hopefully get -pron- back today frustrated tweeting
1,airline completely understand act god weatherrelate flightd cancel flightlation 4 day without reimbursement kind unacceptable
0,airline expensive go vegas stop late flight june get non stop competition
2,airline delay twice cancel flightedsent complaint email yet response need explanation pls notsatisfie smh unhappy
1,airline flight resume see -pron- open schedule
2,airline sound hopeful -pron- thin device hope right person find -pron- time
2,airline -pron- bag show luv make -pron- phl -pron-
4,airline regret fly -pron- morning otherairline support business traveler neverflyvirginforbusiness
5,airline many know -pron- stop non stop flight atl hartford ct april
3,airline companion pass flyer airline -pron- abuse user every airport
7,airline -pron- disappointment -pron- blatant disregard -pron- business select customer -pron- become problem push
3,airline hello remain credit -pron- account refund back -pron- credit card -pron- choose low price flight
6,airline -pron- eventually arrive seem really slow
7,airline -pron- bag way chicago without -pron- help confirm 2 flight tell room screw
5,airline recieve email -pron- memphis station hopefully -pron- -pron- bag
2,airline land phl row 9 window cover n366sw could use luv
3,airline yep 9999999999 certain -pron- flight
3,airline never get email confirmation -pron- ticket credit card charge phone wait time crazy chat
2,airline chg onlineapp work still hold fast hubby drive airport make change user counter fail
7,airline -pron- friend boston stick denver -pron- name jane user please contact -pron-
7,airline one find bag -pron- need everything -pron- next two hour
3,airline able sit -pron- seat since guy next -pron- use -pron- worstflightever ideserveareward
5,airline yes -pron- file report treat rather rudely midway baggage claim -pron- wait 2 day get -pron- luggage
3,airline would still -pron- companion pass -pron- ridiculous airline stop partner hilton hotels genius
3,airline get companion pass try add companion flgt get purchaseerrorinvalidloyaltymemberaccountstatus help
2,airline still hear thing
1,airline hope real life scene movie flight
7,airline user -pron- name jane -pron- want call 6176533040
7,airline password reset email incredibly slow arrive today check spam folder web site say minute 15
0,airline terrible service three airport 10 hour glad -pron- care -pron- kind need home sellmypointssoon
7,airline hold 15 minno estimate answer time help
3,airline go start charge -pron- consistent body pat start feel like piece meat punishedforflying
0,airline wait time -pron- customer service line try 2x fri 15 min
0,airline flight 1028 delay 15 hour another week another delay flight
7,airline bag possession clothe bag
6,user -pron- really go let user otherairline get good -pron-
4,airline please get back -pron- -pron- airtran credit q4vnmb call tell never get emailcall back
5,airline pleaseeee resume direct flight fll phl want fly anyone else wearyfacetiredfacecryingface
4,airline -pron- show -pron- destination clothe -pron- suitcase nakedmeeting awkward
1,airline anyone realize ban peanut flight due allergic person ignore pnut oil dust previous flight
4,airline customer service rude bother -pron- call idea go sigh heavily phone unbelievable
4,airline user 35 hrs late flightr human interaction end e completely new flight last flight sell
2,airline lose baggage day ago still idea interest find -pron- item new job bag unacceptable
6,airline fix wifi 3rd flight -pron- work 800 series plane like -pron- old plane
3,airline 1687 mdwsan like flight watch free tv -pron- work hardly access website include -pron-
0,airline almost gate 1156 sf please wait 60 second
7,airline rt user pay early bird boarding get b46 say lady well system dead -pron- understand
1,airline flight book -pron- say wait tomorrow
1,airline gate agent give -pron- wrong departure info cause -pron- miss -pron- flight stand nothappy
7,airline -pron- bag lose accord rep -pron- even know -pron- please help
6,airline really carrier staff -pron- get triple loop one employee sight okc
1,airline thank -pron- cancel flight -pron- flight last minute course gis2015 miss one full day -pron- trip thank
0,airline -pron- get -pron- home hour half late flight least -pron- baggage deliver soak wet
1,airline cancel flightle -pron- flight reschedule ewk give -pron- pseudovoucher direct -pron- bad user existence fail
