tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,locations_from_text
5.68826E+17,negative,1,Late Flight,0.6533,United,,BpfallonNYC,,0,united nice to know that 3 hours of my time is worth 799 free directtv for everyone ever hear of preventative maintenance,,20/02/2015 09:35,,,[{'from': 'nice'}]
5.68819E+17,negative,1,Late Flight,0.3486,United,,RickWasfy,,0,united will flight 5559 to yyc be providing free food when we are allowed back on board  after the broken lightbulb,,20/02/2015 09:08,Calgary,,[{'to': 'yyc'}]
5.68818E+17,negative,1,Lost Luggage,1,United,,NorbertJaw,,0,united without baggage for 5 days and cant get an update from houston airport since monday worst service ever,,20/02/2015 09:01,,,[{'from': 'houston'}]
5.68816E+17,neutral,1,,,United,,riad_otoum,,0,united please arrange someone at the arriving gate of flight 5957 to chicago for either a refund or first class upgrade,,20/02/2015 08:52,"Louisville, KY",,[{'to': 'chicago'}]
5.68815E+17,negative,1,Lost Luggage,0.6606,United,,Frannyonthego,,0,united made to check in my carry on from flight 1449 pbi to newark plane luggage stow not full u r costing me time money amp aggravation,,20/02/2015 08:52,NYC,,"[{'from': 'pbi', 'to': 'newark'}]"
5.68815E+17,negative,0.6832,Customer Service Issue,0.6832,United,,riad_otoum,,0,united i have no way to contact her while she is in flight this does not work for me her father is about to pass and is heading to denver,,20/02/2015 08:51,"Louisville, KY",,[{'to': 'denver'}]
5.68809E+17,negative,1,Customer Service Issue,0.6452,United,,a_a_ron_cbus,,0,united delayed cmh to ord ran to gate 1 min b4 connection door closed no one around ignored by 1st agent 2nd super rude thanksunited,,20/02/2015 08:26,,,"[{'from': 'cmh', 'to': 'ord'}]"
5.68808E+17,negative,1,Bad Flight,1,United,,globalnearshore,,0,united now 1558 from iah to ewr has broken entertainment system and no wifi despite info on app ,,20/02/2015 08:22,"Off: NYC, Home: Hoboken, NJ",Eastern Time (US & Canada),"[{'from': 'iah'}, {'from': 'iah', 'to': 'ewr'}]"
5.68806E+17,negative,1,Can't Tell,0.3575,United,,riad_otoum,,0,united please send help asap to kathrynsotelo on flight 5957 to chicago seat 9c airlines ,,20/02/2015 08:15,"Louisville, KY",,[{'to': 'chicago'}]
5.68804E+17,negative,0.6875,Late Flight,0.6875,United,,josephpwilson,,0,united nope  had to rebook through houston so i could get to amarillo before 11pm stuck in sfo for four hours,,20/02/2015 08:05,"San Francisco, CA",,"[{'mid': 'houston'}, {'to': 'amarillo'}, {'to': 'sfo'}]"
5.68802E+17,negative,1,Bad Flight,1,United,,thejoemadison,,0,united no wifi on ua688 sf to chicago 2015 thats all ps this tech intro video is a joke epicfail,,20/02/2015 07:58,"Chicago, IL ",Central Time (US & Canada),[{'to': 'chicago'}]
5.68801E+17,negative,1,Bad Flight,0.708,United,,bmbhawk,,0,united no wifi on flight ua688 sf to ord really  wow,,20/02/2015 07:56,,,[{'to': 'ord'}]
5.68797E+17,neutral,0.6582,,0,United,,MrsHeyGil,,0,united traveling from fra thru iad to mco tomorrow concerned abt iad weather cant change until advisory issued any advice,,20/02/2015 07:40,"Obersulzbach, Germany",Quito,"[{'from': 'fra'}, {'from': 'iad', 'to': 'mco'}]"
5.68795E+17,negative,1,Late Flight,0.6614,United,,Azraellius,,0,united stuck in ord because united cant find their airplane lol upset terminal right now,,20/02/2015 07:31,"Orlando, FL",Eastern Time (US & Canada),[{'to': 'ord'}]
5.6879E+17,negative,1,Late Flight,0.344,United,,tjny753,,0,united is flight 5001 really going to leave newark today  if not tell us now and i will rent a car  i do not want to end up stranded,,20/02/2015 07:09,"Elmira, NY",,[{'to': 'end'}]
5.68787E+17,positive,1,,,United,,georgev27,,0,united please send me the linkemail to formally compliment irene in slc on some of the best customer service ever paxex,,20/02/2015 06:58,"Lehigh Valley, PA",,[{'to': 'slc'}]
5.68783E+17,negative,1,Cancelled Flight,1,United,,tennesseejc,,0,united flight from vegas to houston cancelled flighted this morning due to operation what does this mean thank god i woke up early today,,20/02/2015 06:43,"las vegas/nashville, TN",Central Time (US & Canada),[{'to': 'houston'}]
5.6878E+17,negative,0.6976,Lost Luggage,0.6976,United,,JackieSken,,0,united item not mine mysteriously ended up in my checked bag after a ewr to yow flight  missing a black box ,,20/02/2015 06:31,"Ottawa, ON",Eastern Time (US & Canada),"[{'from': 'ewr', 'to': 'yow'}]"
5.68771E+17,neutral,1,,,United,,AlMehairiAUH,,0,united to start 3xdaily embraersa erj145 flights from chicago fly2ohare to evansville on 4jun avgeek,,20/02/2015 05:55,Abu Dhabi,Abu Dhabi,"[{'from': 'chicago'}, {'to': 'evansville'}]"
5.6877E+17,negative,1,Late Flight,0.6675,United,,globalnearshore,,0,united flight 4465 almost half an hour at the tarmac waiting for papers cannot miss my connection at iah ,,20/02/2015 05:53,"Off: NYC, Home: Hoboken, NJ",Eastern Time (US & Canada),[{'to': 'iah'}]
5.68759E+17,positive,0.6576,,,United,,desiree_d_h,,0,united firstclass to london on my way to londonfashionweek lfw15 👠🇬🇧👠🇬🇧👠🇬🇧,,20/02/2015 05:07,houston paris nyc ,Central Time (US & Canada),[{'to': 'london'}]
5.68753E+17,negative,1,Customer Service Issue,1,United,,Gadgetakis,,0,united i had the worst customer experience at houston intl airport your ground support even for staralliance members is a nightmare,,20/02/2015 04:43,"38.04591,23.769275",Athens,[{'to': 'houston'}]
5.68724E+17,negative,1,Flight Attendant Complaints,0.6701,United,,CristineKao,,0,united usually your lounge staff are fantastic except today in mco where almost denied entry to lounge even though traveling unitedfirst,,20/02/2015 02:47,"Chicago, IL",,[{'to': 'mco'}]
5.68716E+17,neutral,0.6633,,,United,,greekcelt,,0,united predawn flight to miami from ewr annual sobewff trip now,,20/02/2015 02:17,New York,Eastern Time (US & Canada),"[{'to': 'miami'}, {'from': 'ewr'}]"
5.68715E+17,positive,1,,,United,,NoviceFlyer,,0,united  thank you for a wonderful global first class flight on your 777 to fra great service cont ,,20/02/2015 02:13,"Tulsa, OK",Central Time (US & Canada),[{'to': 'fra'}]
5.68694E+17,neutral,0.7069,,0,United,,kathryn217628,,0,united hi i left my asus tablet on flight to heathrow from newark on 16th feb and wondered how long it takes for someone to check if found,,20/02/2015 00:50,,,[{'from': 'newark'}]
5.68677E+17,negative,1,Late Flight,0.6808,United,,DT_Les,,0,united another unfortunate case of bad luck usually maintenance issue they are now swapping planes to ont will get in late flight ,,19/02/2015 23:43,,,[{'to': 'ont'}]
5.68677E+17,negative,1,Customer Service Issue,1,United,,JerikaPhelps,,0,united its a shame the great customer service wasnt continued in sfo slightly absurd,"[37.62068265, -122.38816957]",19/02/2015 23:43,,,[{'to': 'sfo'}]
5.68657E+17,negative,1,Bad Flight,0.3507,United,,RobTrongone,,0,united flt 359 lax to ewr your pilot bragged about getting to ewr early only to wait 20 min for a jetway driver thanks united,"[40.69758992, -74.25047478]",19/02/2015 22:20,New Jersey,,"[{'from': 'lax', 'to': 'ewr'}, {'to': 'ewr'}]"
5.68649E+17,negative,1,Late Flight,1,United,,DominikDesbois,,0,united wtf delay after delay 15 hours yvr to san unacceptable flight crew availability is to blame never again with united,,19/02/2015 21:50,"Vancouver, BC",,"[{'from': 'yvr', 'to': 'san'}]"
5.6864E+17,neutral,0.6735,,0,United,,Sweet_Curly,,0,united i have a lh return business ticket from den to fraif i fly domestic with youbag can be checked through to frano need to claim,,19/02/2015 21:16,,Berlin,"[{'from': 'den'}, {'from': 'den'}]"
5.68628E+17,negative,0.6687,Late Flight,0.6687,United,,Sandarella03,,0,united nice 2 see u have a sense of humor 3hourdelay just want 2 b home but ill settle for that beer once safely in the air of course,"[40.68612449, -74.18465897]",19/02/2015 20:27,"St. Louis, MO",Central Time (US & Canada),[{'from': 'nice'}]
5.68626E+17,neutral,1,,,United,,per_ines,,0,united 22 pay in person at portland airport i will be flying from perth this has been done by us air,,19/02/2015 20:19,,Casablanca,"[{'to': 'portland'}, {'from': 'perth'}]"
5.68626E+17,negative,1,Customer Service Issue,0.6563,United,,per_ines,,0,united 12 thanks but does not answer my question i want to make a reservation over the phone in perth hold for 24hrs and have family,,19/02/2015 20:18,,Casablanca,[{'to': 'perth'}]
5.68625E+17,negative,1,Late Flight,1,United,,vmallarapu,,0,united thanks for ruining my wedding anniversary flight ua4904 from ewr to rdu is delayed by over 3 hours and will reach home the nxt day,,19/02/2015 20:13,"Raleigh-Durham, NC USA",Eastern Time (US & Canada),"[{'from': 'ewr'}, {'from': 'ewr', 'to': 'rdu'}]"
5.68624E+17,negative,0.6776,Late Flight,0.6776,United,,MeYoItsMe,,0,united the only difference being you are both responsible and in a position to do something about them learn from delta,,19/02/2015 20:10,,,[{'from': 'delta'}]
5.68613E+17,neutral,1,,,United,,per_ines,,0,united can someone at the airport in portland or buy a ticket to be picked up and used 2days late flightr by other from perth australia thanks,,19/02/2015 19:26,,Casablanca,"[{'to': 'portland'}, {'from': 'perth'}]"
5.68611E+17,negative,1,Late Flight,1,United,,SupaZ22,,0,united i missed it set up in a hotel flights delayed in sfo for 6 hours missing all the wedding festivities of my friend 😞,"[37.6208766, -122.3867929]",19/02/2015 19:21,"Chicago, Illinois.",Eastern Time (US & Canada),[{'to': 'sfo'}]
5.68607E+17,negative,0.6866,Late Flight,0.6866,United,,tonypal1588,,0,united dmb41shows i need this plane to get to buffalo so i can leave tonight any progress,,19/02/2015 19:05,Houston,Central Time (US & Canada),[{'to': 'buffalo'}]
5.68605E+17,negative,1,Late Flight,0.68,United,,conradusa,,0,united can you help 689 in chicago get to a gate freezing on a runway seems like a crappy thing to do at 9pm,,19/02/2015 18:56,Indy,Eastern Time (US & Canada),[{'to': 'chicago'}]
5.686E+17,negative,0.687,Late Flight,0.687,United,,RobBogart,,0,united 4840 you knew this flight was delayed mht to alb to ewr to get crew your arrival is late flightr than the departure update your site,,19/02/2015 18:36,DC/SF/BFLO,,"[{'from': 'mht'}, {'to': 'ewr'}, {'from': 'ewr'}]"
5.68597E+17,negative,1,Flight Attendant Complaints,0.3407,United,,SherryanneMeyer,,0,united ord gate c25 and flt 619  remember when customers were valuable is it so hard to be nice to someone lugging a guitar amp carryons ,,19/02/2015 18:24,"Allentown, PA",Eastern Time (US & Canada),[{'from': 'nice'}]
5.68596E+17,negative,1,Lost Luggage,1,United,,HILL_PARTYofone,,1,united im in denver my bag is in san jose see something wrong here,,19/02/2015 18:20,"Omaha, NE",Central Time (US & Canada),"[{'to': 'denver'}, {'to': 'san jose'}]"
5.68594E+17,negative,0.7141,Late Flight,0.7141,United,,J_Okayy,,0,united so our flight into ord was delayed because of air force one but the last flight to sbn is at 820 5 mins from now we just landed,,19/02/2015 18:13,,Eastern Time (US & Canada),"[{'to': 'ord'}, {'to': 'sbn'}]"
5.68589E+17,negative,1,Late Flight,1,United,,abecohenj,,0,united another delayed day delayed outbound delayed inbound and now waiting at ewr for a gate to be ready how is it not ready,,19/02/2015 17:52,,Eastern Time (US & Canada),[{'to': 'ewr'}]
5.68585E+17,negative,1,Late Flight,0.6598,United,,dmb41shows,,0,united this is nuts they said a flight was on the ground now its still in albany and they wont have a plane  someone is compensating me,,19/02/2015 17:38,Pursuit of Happiness,Hawaii,[{'to': 'albany'}]
5.68575E+17,neutral,1,,,United,,tdawghill,,0,united bought a round trip to chicago two days agotoday the same flight is half that is there any way for me to get that discount,,19/02/2015 16:56,San Francisco,,[{'to': 'chicago'}]
5.68574E+17,positive,0.6526,,,United,,constantlearne1,,0,united had wonderful on time flights from ogg to msn lost rx eyeglasses thick in the admiral club in chicago this morning found,,19/02/2015 16:52,,,"[{'to': 'msn'}, {'to': 'chicago'}]"
5.68573E+17,negative,1,Customer Service Issue,1,United,,dwrichy,,0,united lost my wallet on flight 1007 yesterday from houston to bogota filled out your online form no response yet,,19/02/2015 16:48,,Eastern Time (US & Canada),"[{'from': 'houston'}, {'from': 'houston'}]"
5.68569E+17,negative,1,Late Flight,0.661,United,,ChicagoEvan,,1,united how can you never got a flight from austin to houston in time for a connection ever ever,,19/02/2015 16:32,Chicago,Central Time (US & Canada),"[{'from': 'austin'}, {'from': 'austin', 'to': 'houston'}]"
5.68565E+17,negative,1,Late Flight,1,United,,acmejla,,0,united yet again you disappoint sitting at iad for ua3728 for 35hrs and you cant seem to know why the plane hasnt left albany fail,,19/02/2015 16:15,"Carmel, IN",Eastern Time (US & Canada),[{'to': 'iad'}]
5.68563E+17,negative,1,Can't Tell,0.3608,United,,AlexandraLeahP,,0,united flight was too heavy so had to fly back to palm springs after being in the air for 30 mins,,19/02/2015 16:08,,,[{'to': 'palm springs'}]
5.68561E+17,negative,1,Late Flight,1,United,,ellenrayrx,,0,"united what happened this afternoon huge amt of incoming planes to sfo delayed over 12 hours
frustrating",,19/02/2015 16:01,"Irvine, CA",,[{'to': 'sfo'}]
5.6856E+17,negative,1,Customer Service Issue,0.6697,United,,whyyylie,,0,united can you maybe have more than 1 person working customer service desk in houston airport line 3 rows deep 1 person working,,19/02/2015 15:57,,,[{'to': 'houston'}]
5.68558E+17,negative,1,Lost Luggage,0.6706,United,,smorg73,,1,united can you you think about hiring some baggage attendants at ewr been waiting for bags for 1 hr united  overchargedampunderserved,,19/02/2015 15:51,,,[{'to': 'ewr'}]
5.68553E+17,positive,0.6563,,0,United,,Clashysass,,0,united we were able to get on the moon flight just got to our hotel in puerto rico thank you,,19/02/2015 15:28,"Somerville, MA",,"[{'from': 'got'}, {'to': 'puerto rico'}]"
5.68549E+17,negative,1,Late Flight,1,United,,lskingdavis,,0,united on flight 1712 to houston delayed duecto engine trouble willl you hold my connection to argentina at houston since im late flight now,,19/02/2015 15:14,,,"[{'to': 'houston'}, {'to': 'houston'}]"
5.68546E+17,negative,1,Late Flight,1,United,,dschach,,0,united just delayed my flight to slc by 25 hours what gives snowforce,,19/02/2015 15:00,"San Francisco, CA",Pacific Time (US & Canada),[{'to': 'slc'}]
5.68542E+17,negative,1,longlines,0.6762,United,,JFED15,,0,united your airline is a joke 1 person working special services at ewr line is 15 ppl deep grow up,,19/02/2015 14:44,,,[{'to': 'ewr'}]
5.68541E+17,negative,1,Customer Service Issue,0.3597,United,,morrisls,,0,united care less about the person  although he walked away while i was complaining  a man at 10p at lax club  more,,19/02/2015 14:41,,Quito,[{'to': 'lax'}]
5.6853E+17,negative,1,Customer Service Issue,0.6566,United,,jasonramer,,0,united you guys are atrocious  far better service as silver on delta than you as a platinum  ill be switching back to delta,,19/02/2015 13:59,,,[{'to': 'delta'}]
5.68516E+17,positive,1,,,United,,harvblain,,1,united kind of cool to run into your boss man at sfo ,,19/02/2015 13:00,Chicago and an airplane ,Central Time (US & Canada),[{'to': 'sfo'}]
5.68503E+17,neutral,1,,,United,,neecolelong,,0,united please reroute oregon womens tennis to santa barbara theres supposedly another connection from la,,19/02/2015 12:12,Dallas/Eugene,Eastern Time (US & Canada),[{'to': 'santa barbara'}]
5.68493E+17,negative,1,Can't Tell,0.6561,United,,marinwino,,0,united 777 from sfo to hnl with zero entertainment systemsyouareonyourown,,19/02/2015 11:32,,,"[{'from': 'sfo'}, {'from': 'sfo', 'to': 'hnl'}]"
5.68491E+17,negative,1,Late Flight,1,United,,SleazyC_,,1,united flight ua5631 from sfo to burbank has been delayed twice now still no plane in sight get it together,"[37.61821986, -122.38745399]",19/02/2015 11:22,"Bushwick, Bkln",Pacific Time (US & Canada),"[{'from': 'sfo'}, {'from': 'sfo', 'to': 'burbank'}]"
5.68469E+17,neutral,1,,,United,,danteusa1,,0,"united i have 2d and 3d embossed badges and patches superior to the ones you are currently using 
",,19/02/2015 09:54,,,[{'from': 'superior'}]
5.68466E+17,negative,1,Flight Attendant Complaints,0.6515,United,,theo,,0,united i was abused  threatened and forced to travel in a lower cabine last seat in yesterdays flight from houston to sao paulo,,19/02/2015 09:44,São Paulo / Brasil,Brasilia,"[{'from': 'houston'}, {'from': 'houston'}]"
5.68462E+17,positive,1,,,United,,stewartmramsay,,0,united flt 1583 ewr to sfo excellent service friendly flight attendants made the 6am flight a very good start to the day,,19/02/2015 09:29,"Walnut Creek, CA when I'm ther",,"[{'from': 'ewr', 'to': 'sfo'}]"
5.68461E+17,negative,1,Late Flight,1,United,,nabia90,,0,united airlines delayed our flight on the way to chicago and leaving chicago next time delta it is,,19/02/2015 09:22,,,"[{'to': 'chicago'}, {'from': 'chicago'}]"
5.68457E+17,negative,1,Lost Luggage,0.3445,United,,DMSHIPMAN915,,0,united messaged you as requested and called your baggage team again its still in newark please help or let me know next steps,,19/02/2015 09:10,Germany,,[{'to': 'newark'}]
5.68457E+17,neutral,1,,,United,,morrisls,,0,united there is only one club at lax   in terminal 7 across from gate 71,,19/02/2015 09:07,,Quito,[{'to': 'lax'}]
5.68454E+17,negative,1,Late Flight,1,United,,kylry,,1,united flight delayed 40 minutes in ord because plane didn’t have all the food that should be fixed in the future it’s a dumb delay,,19/02/2015 08:57,,Atlantic Time (Canada),[{'to': 'ord'}]
5.6845E+17,positive,1,,,United,,melanie_seibert,,0,united joni did a great job on flight 5653 to lax thanks for a great flight,,19/02/2015 08:40,Texas,Central Time (US & Canada),[{'to': 'lax'}]
5.68449E+17,positive,1,,,United,,KP_Pearl,,0,united so far so good just stepped down in denver next stop portland,,19/02/2015 08:36,"New York, NY",Central Time (US & Canada),[{'to': 'denver'}]
5.68444E+17,negative,1,Customer Service Issue,1,United,,MissMcB76,,0,united over charged me one way for baggagefind out others leaving pittsburgh with same equipment werent charged just hung up on me,,19/02/2015 08:16,PA,,[{'from': 'pittsburgh'}]
5.68437E+17,positive,1,,,United,,eghoniem,,0,united i just want shout out a thank the pilots and staff on the feb 13 flight from newark to boston at 440pm  they were super helpful,,19/02/2015 07:50,"Winchester, MA",Eastern Time (US & Canada),"[{'from': 'newark'}, {'from': 'newark', 'to': 'boston'}]"
5.68435E+17,neutral,1,,,United,,msteckling,,0,united have all 747400s been updated with power outlets and seatback tvs yet flying ord to tokyonarita on the 28th,,19/02/2015 07:41,"Chicago, IL",Central Time (US & Canada),[{'from': 'ord'}]
5.68434E+17,negative,0.6489,Can't Tell,0.3298,United,,pdxmucci,,0,united i need you to get my cousin to pdx shes on 2 days of travel now and weve had to hire other sitters til she arrives thx for that,,19/02/2015 07:36,"Portland, OR",,[{'to': 'pdx'}]
5.68433E+17,negative,1,Customer Service Issue,0.3636,United,,scout_mb,,0,united the flt to ord is correct  per my dm it is the flight from ord to cvg i was charged for incorrectly,,19/02/2015 07:32,,Eastern Time (US & Canada),"[{'to': 'ord'}, {'from': 'ord'}, {'from': 'ord', 'to': 'cvg'}]"
5.68417E+17,negative,1,Cancelled Flight,0.6863,United,,Brennej,,0,united  vacation days relevant ritz in pr for the night 700 losing a day to idiots and sleeping at the newark ramada priceless,,19/02/2015 06:29,,,[{'from': 'day'}]
5.684E+17,negative,0.6553,Customer Service Issue,0.3401,United,,WeekendInParis,,0,united is it customary to upgrade a flight attendant in uniform vs passengers one is in 1b on flt 1020 now to iah,,19/02/2015 05:21,,Central Time (US & Canada),[{'to': 'iah'}]
5.68383E+17,neutral,1,,,United,,dealswelike,,0,united any updates with the dot looking at the united fares from london to the us from last week,,19/02/2015 04:15,New York,Central Time (US & Canada),"[{'from': 'london'}, {'from': 'london'}]"
5.6838E+17,negative,0.6545,Flight Attendant Complaints,0.3477,United,,jeremydilts,,0,united ruth was very helpful in rerouting us to punta cana when dulles connection failed other reps not so helpful,,19/02/2015 04:02,,Eastern Time (US & Canada),[{'to': 'punta cana'}]
5.68329E+17,negative,1,Lost Luggage,0.6667,United,,ellieINchicago,,0,united oh flight was fine my lost luggage not so much looks like ill be at least a half day late flight to my conference in santa monica,"[34.06071437, -117.59814212]",19/02/2015 00:37,"Chicago, IL",Central Time (US & Canada),[{'to': 'santa monica'}]
5.68296E+17,negative,1,Flight Attendant Complaints,0.6847,United,,jjpd5,,0,united yes when i got to the gate i specifically asked if there where any other seats  very discouraging to walk past the crew 37d,,18/02/2015 22:27,,,[{'from': 'got'}]
5.68288E+17,negative,1,Flight Booking Problems,0.3573,United,,AnneGillaspie,,0,united error message said couldnt process request at the last step after seat selection on each leg agent was unaware of an 1 of 2,,18/02/2015 21:56,"Austin, TX",Mountain Time (US & Canada),[{'from': 'of'}]
5.68283E+17,negative,1,Customer Service Issue,0.668,United,,Hanagavadi,,1,united  very disappointed by the service starting from gate operator at bos  who was  rude in stopping a carryon bag,,18/02/2015 21:35,,,[{'to': 'bos'}]
5.68283E+17,negative,1,Bad Flight,0.3481,United,,GoldBuyingGirl,,0,united your service sucks to mexico from houston you finally realized that snacks in1st dont work you cheap as,,18/02/2015 21:35,"Houston, Texas",Central Time (US & Canada),"[{'to': 'mexico'}, {'from': 'houston'}]"
5.68279E+17,negative,0.6508,Flight Attendant Complaints,0.3535,United,,alafairburke,,0,united pls post video of belligerent jerk ranting at sfo 1230 thats hes going to sue you for making him check his 3rd bag hes a hoot,,18/02/2015 21:22,New York,Quito,[{'to': 'sfo'}]
5.68278E+17,positive,1,,,United,,froyomama,,0,united please give special thanks to aaron in tampa office for helping me for literally two hours hes amazing mission accomplished,,18/02/2015 21:17,,Central Time (US & Canada),[{'to': 'tampa'}]
5.68276E+17,neutral,0.6667,,,United,,TiffanyHaverly,,0,united turkish airlines rebooked us a united flight on our second leg from fra  to  iad is there any way to check if upgrades are available,,18/02/2015 21:09,Washington D.C.,Eastern Time (US & Canada),"[{'from': 'fra'}, {'from': 'fra', 'to': 'iad'}]"
5.68272E+17,negative,1,Late Flight,1,United,,Atrain_8,,1,united ua5029 from ric ua507 from ord amp ua423 from den all delayed for nonweather issues way to go youre batting 1000 but no hotels,,18/02/2015 20:53,,,"[{'from': 'ric'}, {'from': 'ord'}, {'from': 'den'}]"
5.68267E+17,neutral,0.6825,,0,United,,DominikZmuda,,0,united any info on delays at sfo tomorrow due to low clouds,,18/02/2015 20:34,,Warsaw,[{'to': 'sfo'}]
5.68266E+17,positive,1,,,United,,ccappas123,,0,united flight to rsw tonight me amp  twin 3 year olds a pilot who was in row by me stayed to help me get the boys amp bags off lifesaver,,18/02/2015 20:30,,Mountain Time (US & Canada),[{'to': 'rsw'}]
5.6826E+17,negative,1,Customer Service Issue,1,United,,Belendelcanto,,0,united yes we are in ewr and it was corrected but just the fact the it was beought up for us to share rooms is unexpactable,,18/02/2015 20:04,Seattle,Hawaii,[{'to': 'ewr'}]
5.68259E+17,neutral,0.6538,,0,United,,140JustinC,,0,united thats of course in lax,,18/02/2015 19:59,Fredericton NB,Atlantic Time (Canada),[{'to': 'lax'}]
5.68253E+17,negative,1,Bad Flight,0.6335,United,,themkhiggy,,0,united then watched my connecting flight in den pull away from the gate only to pull into the same gate slapintheface,,18/02/2015 19:37,"Houston, TX",Central Time (US & Canada),[{'to': 'den'}]
5.68253E+17,negative,1,Flight Attendant Complaints,0.3459,United,,themkhiggy,,0,united im pretty sure ive got shin splits from sprinting through iah only to watch my plane pull away from the jet way,,18/02/2015 19:36,"Houston, TX",Central Time (US & Canada),[{'mid': 'iah'}]
5.68253E+17,negative,1,Late Flight,1,United,,Belendelcanto,,0,united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to fll so yes hotels were necessary,,18/02/2015 19:36,Seattle,Hawaii,"[{'to': 'dca'}, {'from': 'dca'}, {'to': 'ewr'}, {'to': 'fll'}]"
5.6825E+17,negative,1,Lost Luggage,0.3608,United,,laboyd99,,0,united 2 hour flight from fll to ewr 1242 now waiting 1 hour plus for bags no sign yet what gives,,18/02/2015 19:25,,,"[{'from': 'fll'}, {'from': 'fll', 'to': 'ewr'}]"
5.68248E+17,negative,0.6899,Can't Tell,0.3798,United,,caitieamanda,,0,united funny thing happened we arrived on our flight from denver at the same gate we are currently scheduled to depart for sydney at lol,,18/02/2015 19:19,"Brisbane, Australiaaa!",Brisbane,[{'from': 'denver'}]
5.68248E+17,neutral,1,,,United,,MarshBrentnall,,0,united can you please tell me where united flies to from sydney australia  pref asia pac or us as i have a voucher to redeem,"[0.0, 0.0]",18/02/2015 19:18,"Rozelle, NSW",Sydney,[{'from': 'sydney'}]
5.6824E+17,neutral,1,,,United,,MichHardyTV,,0,united vusaaustralia im just an aussie cowgirl lookin for my cowboy take me to fort worth estelle says ill find him there,"[-33.87144962, 151.20821275]",18/02/2015 18:45,Sydney,Hawaii,[{'to': 'fort worth'}]
5.68239E+17,negative,1,Late Flight,1,United,,vassko,,0,united this is not what captain said your 820pm flight to san francisco is delayed due to weather ua1416 now departs failagain,"[41.97826134, -87.91247425]",18/02/2015 18:40,"San Francisco, CA",Pacific Time (US & Canada),[{'to': 'san francisco'}]
5.68231E+17,neutral,0.6383,,,United,,ghidinelli,,0,united sprinted from c concourse to e and just made it coughed up a lung in the process but am now in clt tnx,"[35.21498347, -80.96071981]",18/02/2015 18:09,"San Francisco, California",Pacific Time (US & Canada),[{'to': 'clt'}]
5.68225E+17,neutral,0.699,,,United,,georgetietjen,,0,united staralliance very nice at lhr congrats but im sticking with aaba americanair britishairways,,18/02/2015 17:47,,,[{'to': 'lhr'}]
5.68224E+17,negative,0.6538,Late Flight,0.3336,United,,patrick_maness,,0,united please stall flight 1535 out of ord i have to get to sna tonight,,18/02/2015 17:40,Rhode Island,Eastern Time (US & Canada),[{'to': 'sna'}]
5.68217E+17,neutral,0.6452,,,United,,DontenPhoto,,0,united flight 1640 n33289 arrives at flytpa following flight from iah ,,18/02/2015 17:15,"Englewood, Florida",Eastern Time (US & Canada),[{'from': 'iah'}]
5.68215E+17,positive,1,,,United,,RobandMeg,,0,united we had a wonderful flight attendant named leah that was with us from lga to den then den to anchorage,,18/02/2015 17:07,"Staten Island, NY",Eastern Time (US & Canada),"[{'from': 'lga'}, {'from': 'lga', 'to': 'den'}, {'from': 'den', 'to': 'anchorage'}]"
5.68215E+17,positive,1,,,United,,confox77,,0,united i was protected on that flight by gate agent kerry at las she also did an excellent job getting me to my destination today thanks,,18/02/2015 17:06,,Amsterdam,[{'to': 'las'}]
5.68215E+17,positive,0.6364,,0,United,,DexterBerkeley,,0,united your staff both on deck and in the cabin on ua768 sfo  to  bos were exceptional today please tell them well done ,,18/02/2015 17:05,"Boston, MA",London,"[{'from': 'sfo', 'to': 'bos'}]"
5.68214E+17,negative,1,Customer Service Issue,1,United,,jamieduchess,,1,united i mean is there a real live person somewhere i can go and speak to at newark post security,,18/02/2015 17:01,London,Amsterdam,[{'to': 'newark'}]
5.68213E+17,neutral,1,,,United,,JRamosGonzalez,,0,united hi i just bought a flight with united through ebokeers from paris to miami do i have any chance to check that everything is ok,,18/02/2015 16:56,Barcelona,,"[{'from': 'paris'}, {'from': 'paris', 'to': 'miami'}]"
5.6821E+17,neutral,1,,,United,,MichaelRConroy,,0,united jt is the ord to phl flight at 915 pm cdt delayed dm im kinda hoping not to be stranded at ord either,,18/02/2015 16:48,Wherever. ,Eastern Time (US & Canada),"[{'from': 'ord', 'to': 'phl'}, {'to': 'ord'}]"
5.68204E+17,positive,0.6753,,,United,,RobandMeg,,0,united landing in anchorage then on our way to fairbanks ,,18/02/2015 16:23,"Staten Island, NY",Eastern Time (US & Canada),"[{'to': 'anchorage'}, {'to': 'fairbanks'}]"
5.68202E+17,negative,1,Customer Service Issue,0.6531,United,,jamieduchess,,0,united just dropped bags at newark your desk guy was the rudest customer facing person i have met even my two children were shocked,,18/02/2015 16:15,London,Amsterdam,[{'to': 'newark'}]
5.682E+17,negative,0.3546,Late Flight,0.3546,United,,OneKLutzyNinja,,0,"united it was quite enjoyable 😊 

except now hes stuck on the runway in houston 😕",,18/02/2015 16:08,Sun Devil Territory,Arizona,[{'to': 'houston'}]
